'	3772|3778|3781
1679342	3772
168	3769
1682	3778
1688	3778
169	3769|3778
1690s	3778
16th	3769|3771|3774|3778
17	3767|3768|3769|3771|3772|3773|3774|3776|3778|3780|3781|3784|3785
170	3769|3774|3778
170-200	3777
1700	3778
1701	3778
1704	3778
1708	3778
171	3769|3778
1712	3774|3778
1713	3774
172	3769|3778
1721	3778
1729	3778
173	3769|3771|3778
1730	3778
1731	3774
1733	3778
1733-1824	3771
1734	3778
17384156	3776
1739	3774
174	3769|3771
1740	3778
1745	3778
1745-6	3778
175	3769|3776
175-225	3769
1750	3778
1751	3778
1752	3778
1753	3778
1755	3778
176	3769|3774
1762	3780
1763	3770|3780
17634952_1_sogno-andrea-bocelli-beautiful-stranger-madonna-unpretty-dallas-austin	3772
1766	3774
177	3769
1775-1861	3769
1776	3778
1778-1827	3771
1779	3772|3780
177A	3774
178	3769
1782	3778
1783	3780
1783-1866	3774
1784	3769|3771
179	3767|3769
1795	3780
1796	3780
1797	3774
1799	3774
17nyu	3774
17th	3769|3771|3774
18	3767|3769|3770|3771|3772|3773|3774|3776|3778|3780|3781
18-hour	3773
18-second	3781
180	3769
1800	3769|3778
1806	3786
181	3769
1811	3774
18134780	3773
1817	3774
1818	3786
182	3769|3781
1820	3774
1821	3769|3774
1821-1912	3769
1822	3769|3774|3776|3786
1822-07-20	3776
1822-07-22	3776
1822-1887	3774
1823	3774
1828	3769
1829	3774
1829-30	3770
183	3769|3778
1830	3769|3774|3776
1830s	3769|3774
1831	3774
1832	3769|3774
1836	3774
184	3769
1840	3769|3776
1840063	3776
1843	3776|3780
1849	3778
185	3769|3771|3778|3780
1851	3776
1853	3776
1856	3767|3776
1856-1927	3771
1857	3774|3780
185th	3780
186	3769
1862	3781
1863	3776
1865	3776
1866	3776
1867	3776|3778
1868	3776|3778
187	3769
1870-1990	3769
1871710	3773
1872	3778
1873	3778
1877	3780
1878	3769
188	3769|3778|3781
1880s	3769|3774
1884	3776
1884-01-06	3776
1885	3780
189	3769
1890	3777
1891	3778
1895	3778
1897	3778|3780
1898	3774|3778
18th	3769|3774|3780
19	3767|3769|3771|3772|3773|3774|3775|3777|3778|3780|3781|3784|3785
19-year	3778
190	3769
1900	3769|3776|3778
1900s	3778
1901	3776
1902	3769|3774|3782
1903	3778
1905	3770|3776
1906	3776|3777
191	3769
1910	3778
1910s	3778
1911	3776
1912	3769|3778
1913	3769|3776|3777
1914	3769|3774
1915	3770|3776
1917	3778|3780
1918	3767|3776|3778
19183	3772
1919	3769|3774
192	3769
1920	3778
1920s	3778
1921	3780
1922	3769|3776|3780
1923	3769|3778
1924	3771|3774
1925	3767|3769
1926	3769|3778|3782
1928	3769|3774|3778
1929	3769|3778
193	3769
1930s	3774|3776
1931	3774|3780
1932	3782
1934	3780|3782
1935	3774|3778
1936	3774|3776|3778|3782
1937	3782
1937-1949	3770
1938	3774|3782
1939	3769|3782
194	3769|3772
1940	3782
1940s	3769|3774|3776
1941	3782
1943-1960	3769
1944	3782
1945	3771|3778
1945-1979	3771
1946	3769|3782
1947	3769
1948	3769|3774|3778
1949	3770|3774|3778|3780
195	3769
1950	3769|3779|3780|3782
1950s	3769|3770|3774
1951	3767|3779|3780
1951-07-15	3779
1953	3772|3774
1954	3774
1955	3769|3780
1956	3774
1957	3775
1958	3769|3774|3780
196	3769
1960	3769|3782
1960s	3769|3774
1961	3778|3782
1962	3767|3771|3778|3780
1964	3774|3782
1965	3780|3784|3785
1966	3769|3776
1967	3767|3774|3778|3780
1968	3767|3776|3779
1969	3769|3774|3782
197	3769|3779
1970	3767|3774|3779|3780
1970s	3772|3774|3779|3780
1972	3769
1973	3774|3779
1974	3769|3779|3780
1975	3769|3774|3779
1976	3769|3771|3774|3779|3780
1977	3769|3778|3779
1978	3769|3779|3782
1979	3774|3779|3780
198	3769
1980	3779
1980s	3769|3774|3780|3781
1981	3767|3769|3774|3778|3779
1982	3767|3769|3771|3774|3776|3778|3779
1983	3767|3769|3778|3779|3780|3782
1984	3769|3774|3779|3780|3782
1985	3769|3773|3779
1986	3769|3779|3782
1987	3767|3769|3772|3779
1988	3769|3771|3772|3774|3779|3782
1989	3769|3770|3772|3778|3779|3780|3782
199	3769
1990	3767|3769|3772|3774|3775|3779|3780
1990s	3769|3779
1991	3769|3772|3774|3778|3779
1992	3769|3771|3772|3774|3778|3779
1992-1993	3770
1993	3769|3770|3772|3776|3779|3780
1994	3767|3769|3772|3774|3779
1995	3767|3769|3770|3771|3772|3774|3779|3780|3786
1996	3769|3771|3772|3776|3778|3779
1997	3767|3769|3772|3778|3779
1998	3769|3771|3772|3774|3778|3779|3780
1999	3767|3769|3770|3772|3774|3778|3779|3780|3782
1999-08-04	3782
1999-2000	3780
19th	3769|3774|3778|3782
19th-century	3774
1U50	3781
1W	3769
1Xtra	3784|3785
1_1	3769
1online	3776
1st	3769|3776|3778|3786
1stgeneralelection	3780
2	3767|3768|3769|3770|3771|3772|3773|3774|3775|3776|3777|3778|3779|3780|3781|3782|3783|3784|3785|3786
2-525393	3781
2-step	3784|3785
20	3767|3768|3769|3770|3771|3772|3773|3774|3776|3778|3779|3780|3781|3782|3786
200	3768|3769|3774
2000	3767|3769|3770|3771|3772|3774|3776|3778|3779|3780|3782
2000-01-05	3772
2000s	3769|3774|3779|3783|3784|3785
2001	3769|3771|3772|3774|3776|3778
2002	3767|3768|3769|3770|3771|3772|3777|3778|3779|3780
2002-07-29	3774
2003	3769|3770|3772|3773|3774|3776|3778|3779|3780|3784|3785
2003-01-06	3784|3785
2003-4	3784|3785
2004	3769|3770|3771|3772|3774|3775|3776|3778|3779|3780|3782|3784|3785|3786
2004-01-13	3784|3785
2004-05-23	3784|3785
2004-11-19	3784|3785
20040915	3772
20041012210955	3769
2005	3767|3769|3770|3771|3772|3773|3774|3778|3779|3780|3783|3784|3785
2005-03-21	3784|3785
2005-05-05	3784|3785
2005-07-09	3784|3785
2005-08-14	3774
20050406004634	3772
20051128132455	3772
2006	3767|3768|3769|3770|3772|3773|3774|3776|3778|3779|3782|3783|3784|3785
2006-06-07	3784|3785
2006-09-11	3774
2007	3768|3769|3771|3772|3773|3774|3776|3778|3779|3780|3781|3782|3783|3784|3785
2007's	3784|3785
2007-02-03	3780
2007-02-05	3780
2007-02-16	3784|3785
2007-04-02	3776
2007-04-05-beyonce-video-album_N	3773
2007-05-30	3784|3785
2007-06-01	3784|3785
2007-06-15	3784|3785
2007-07-30	3773
2007-10-09	3782
2007-10-27	3782
2007-11-01	3780
2007-11-12	3774
2007-11-15	3774
2007-12-02	3774
20070613004819	3769
20070613052046	3773
20070728	3773
20070811	3773
20070818	3773
20070926221226	3769
20071014222454	3773
2008	3769|3770|3771|3772|3774|3778|3779|3780|3782|3784|3785
2008-01-05	3774
2008-01-17	3776
2008-01-22	3776
2008-02-24	3784|3785
2008-02-25	3784|3785
2008-03-12	3784|3785
2008-03-13	3770|3784|3785
2008-04-06	3774
2008-04-13	3784|3785
2008-07-01	3780
2008-08-05	3780
20080117233318	3776
20080307133141	3769
20080410	3772
20081014	3772
20081015001727	3769
2009	3768|3769|3772|3773|3774|3775|3776|3778|3779|3780|3782|3784|3785
2009-03-09	3767
2009-03-11	3767
2009-03-13	3774
2009-07-26	3784|3785
2009-09-10	3780
2009-10-09	3776
20090116021619	3773
20090212130436	3772
20090521	3772
20091023_green_day	3772
201	3769|3778
2010	3767|3768|3769|3771|3772|3774|3776|3777|3778|3779|3781|3782
2010-01-14	3767
2010-03-05	3780
2010-03-11	3772
2010-03-20	3776
2010-04-02	3772
2010-05-04	3778
2010-05-06	3778
2010-06-28	3780
2010-07-11	3780
2010-08-25	3774
2010-09-14	3778
2010-09-21	3774
2010-09-28	3781
2010-10-25	3779
2010-12-29	3781
20100131	3772
20101010	3781
20101116	3781
20101118	3781
20101129	3781
2010s	3781
2011	3768|3769|3772|3773|3774|3775|3778|3779|3780|3781|3784|3785
2011-01-03	3781
2011-01-04	3781
2011-01-05	3781
2011-01-07	3781
2011-01-13	3772|3781
2011-01-27	3781
2011-02-09	3781
2011-06-03	3781
2011-07-07	3772
2011-10-10	3772
2011-10-17	3772
2011-12-09	3781
2011-12-10	3781
2011-12-23	3781
2011-12-31	3781
2011-February	3769|3771
201107	3781
20110719134353	3778
201114	3781
2011_single	3781
2012	3767|3768|3769|3770|3771|3772|3775|3776|3777|3778|3779|3780|3781|3782|3783
2012-01-23	3781
2012-02-20	3781
2012-03-14	3772
2012-03-19	3780
2012-04-18	3780
2012-07-12	3779
2012-09-23	3772
2012-09-27	3781
2012-11-12	3781
2012-12	3772
2012-12-10	3772
2012-12-20	3772
2012-12-31	3772
2013	3767|3768|3769|3772|3773|3774|3776|3778|3780|3781|3782|3784|3785|3786
202	3769
2020	3772
20276731	3772
203	3769|3780
203rd	3780
204	3769
20430431	3781
205	3769
206	3769
2069	3778
207	3769
2070	3778
208	3769|3774
208884	3773
209	3769
2096	3778
20Archdiocese	3767
20Birth	3769
20Country	3769
20Holy	3767
20IISig	3774
20Italy	3767
20Malta	3767
20Mars	3781
20Orthodox	3767
20Parents	3769
20Products	3769
20RESULTS-EN	3769
20Residence	3769
20Roula	3769
20Tables	3769
20Tsokalidou	3769
20Usual	3769
20alarm	3773
20beyonce	3773
20by	3769
20children	3772
20day	3772
20dookie	3772
20ed	3767
20football	3782
20franz	3776
20friedrich	3776
20mendel	3776
20nfi	3773
20of	3767|3769
20papers	3769
20sweet	3772
20th	3769|3774|3776|3778
20the	3773
21	3767|3768|3769|3770|3771|3772|3773|3774|3775|3776|3778|3779|3780|3781|3782|3784|3785
21-second	3773
210	3769
2100	3769|3778
211	3769|3778
212	3769|3781
21235541-5007184	3784|3785
213	3769
214	3769|3778
2143	3769|3771
215	3769
215561	3781
216	3769
217	3769
218	3769
219	3769
21st	3769|3772|3774
22	3767|3768|3769|3772|3773|3774|3776|3778|3781|3782|3784|3785
220	3769
2200	3778
221	3769
2213	3772
222	3769|3778
223	3769
2234	3769|3771
224	3769|3778
225	3769|3774
226	3769
2279	3781
22greek	3767
22gridiron	3782
22nd	3772
23	3767|3768|3769|3772|3773|3774|3778|3780|3781|3782|3784|3785
2300	3778
2307	3769
233	3769|3771
2333	3778
23663	3784|3785
237	3769|3782
239	3778|3782
23beyonce	3773
24	3767|3768|3769|3770|3772|3773|3774|3778|3781|3783
24-hour	3778
2400	3778
241	3781
242	3769
24219	3778
24225	3778
24237	3778
2424	3778
2425	3778
243	3769
244	3769
245	3769
248	3771
24th	3778
25	3767|3769|3772|3773|3774|3778|3779|3780|3781|3786
25-44	3771
250	3769|3778
2500	3778
251	3769|3771
252	3768
2556	3778
2557	3778
255a	3769
2583	3769|3770|3771
2590	3770
2591	3770
2594	3770
2597	3770
2598	3770
259C	3770
25A0	3770
25A1	3770
25AB	3770
25E1	3770
25th	3774|3778
26	3767|3769|3772|3773|3774|3776|3778|3780|3781
260	3769
2600	3778
262	3769
26211	3778
264	3781
269	3781
27	3767|3768|3769|3772|3773|3774|3776|3778|3779|3780|3781|3782|3783
2700	3778
275	3776
276	3769
2761	3772
2766	3778
277	3769
278	3769
279	3767|3782
27s_law	3786
27th	3779
28	3767|3769|3772|3773|3774|3778|3781
28-	3778
28-year	3778
2800	3778
282	3778
2846595-green-day-lashes-out-at-wal-mart-policy	3772
285	3768
285--303	3769
287	3782
288	3776
29	3767|3769|3772|3773|3774|3775|3776|3778|3780|3781
29-day	3778
2900	3778
2933	3773
294	3769
295	3769
296	3769
2963	3778
297	3780
2B1	3779
2BCanadian	3782
2CLP	3780
2CNGDPDPC	3780
2CPPPGDP	3780
2CPPPPC	3780
2_1	3769
2nd	3769|3778|3786
2nxLkMspauIC	3782
2track	3781
3	3767|3768|3769|3770|3771|3772|3773|3774|3775|3776|3777|3778|3779|3780|3781|3782|3783|3784|3785|3786
3-11-003982-6	3769
3-11-013574-4	3769
30	3767|3768|3769|3770|3771|3772|3773|3774|3775|3778|3779|3781|3782|3783|3784|3785
30-day	3778
300	3769|3778|3780
3000	3768|3778|3783
303	3778
305	3768|3769
30gayle	3774
31	3767|3769|3771|3772|3773|3774|3778|3781
31-1	3778
310	3778
312-1453	3769
313	3769
3166	3780
319	3780
32	3767|3769|3772|3773|3774|3776|3778|3779|3780|3781|3784|3785
321	3774
323	3769
325	3778
327	3778
328	3780
329318960435924	3772
33	3767|3769|3772|3773|3774|3778|3780|3781
330	3768
33019	3773
332	3768
332526693448484	3772
332540920113728	3772
336	3769|3778
3395	3769
34	3768|3769|3771|3772|3773|3774|3778|3781
341	3778
342	3778
344	3780
347	3767
349	3773
35	3769|3772|3773|3774|3776|3778|3780|3781|3786
350	3769
351	3768
352	3769
3557574	3772
357	3772
35740246	3772
359	3772
36	3767|3769|3772|3773|3774|3778|3781
364	3769|3778
36498-they-dont-know	3784|3785
365	3769|3778
366	3778
366-367	3774
367	3783
369	3774
37	3769|3772|3773|3774|3778|3781
375645822	3772
38	3769|3770|3771|3772|3773|3774|3778|3780|3781
381	3783
382	3778
383300	3783
3868	3769|3771
39	3769|3772|3773|3774|3778|3781
390	3769|3771
393	3769
394	3769
394a	3769
395	3769
3A	3769
3D2	3772
3DArticleController	3773
3MB	3778
3agOAAAAQAAJ	3780
3d	3772
3rd	3767|3769|3774|3777|3778|3779|3780|3781
3x	3781
3x3	3782
4	3767|3768|3769|3770|3771|3772|3773|3774|3775|3776|3777|3778|3779|3780|3781|3782|3783|3784|3785|3786
4'	3778
40	3768|3769|3772|3773|3774|3778|3779|3780|3781|3784|3785
40-year	3778
400	3769|3778|3780
400-800	3769
400-year	3778
4000	3771|3778
400th	3778
402	3769
40648	3774
407	3767
408	3767|3769
40sessionmgr11	3772
40sessionmgr4	3772
41	3769|3772|3773|3774|3775|3778|3781|3782
415	3768
416	3771
4164	3769|3771
4168	3775
417	3769|3778
42	3769|3772|3773|3774|3778|3781
420	3768|3769
426	3769
4278	3778
4294	3778
4295838	3774
43	3769|3772|3773|3774|3778|3781
432	3774
43429-maths-english	3784|3785
4346	3778
439	3769
44	3768|3769|3772|3773|3774|3778|3780|3781
44149	3772
444	3771
445	3771
448	3774
449	3780
45	3769|3772|3773|3774|3778|3780|3781
450	3767|3769|3771
45111	3772
453-461	3774
45342	3781
45th	3780
46	3769|3772|3773|3774|3778|3781
461	3778
4649	3778
4650	3778
46730	3781
47	3769|3772|3773|3774|3776|3778|3781
4709-11-20	3778
4710-11-29	3778
47th	3768
48	3769|3772|3773|3774|3776|3778|3781
4800	3778
486	3770
4880928	3776
49	3769|3772|3773|3774|3776|3778|3779|3781|3786
494	3771
499	3778
49928114	3778
49th	3783
4X4	3784|3785
4th	3769|3771|3774
5	3767|3768|3769|3770|3771|3772|3773|3774|3775|3776|3777|3778|3779|3780|3781|3782|3783|3784|3785|3786
5-8	3771
50	3767|3768|3769|3770|3772|3774|3778|3781
50-yard	3782
500	3768|3769|3779
5000	3769|3771|3783
50098702	3782
50098717	3782
500s	3778
50135	3772
50366	3784|3785
504	3769
505-506	3774
5055724	3784|3785
507130089312669	3772
5088	3773
51	3769|3772|3774|3778|3780|3781
5114	3778
5115	3778
515	3769
51549963	3772
515560167	3771
515830938	3770
51_cap1_2	3769
52	3769|3772|3774|3778|3781
520	3778
523895682	3777
524145433	3775
525	3778
526769319	3782
528101194	3779
529953263	3783
53	3769|3771|3772|3773|3774|3778|3780|3781|3783
532	3778
532244823	3767
536513178	3768
536757512	3774
536839987	3781
536934589	3786
537466867	3772
537481921	3773
537723756	3784|3785
538008896	3778
538047934	3780
538120984	3776
538160208	3769
54	3769|3771|3772|3774|3778|3781
54278	3769|3771
547	3769
548	3769
54th	3781
55	3769|3772|3774|3778|3781
550	3769
5551	3769|3771
56	3769|3772|3774|3778|3781
560	3769
5612191	3781
5686462	3781
57	3769|3772|3774|3778|3781
570	3770
574	3769
575	3769
576	3770
5762	3769|3771
5773	3778
5774	3778
57th	3774
58	3769|3772|3774|3776|3777|3778|3781
580	3778
581	3778
582	3778
59	3769|3772|3773|3779|3781
5YV6hwUmTpYC	3769
5qb1l1qekushub27u009c2mm36	3781
5th	3769|3781
6	3767|3768|3769|3770|3771|3772|3773|3774|3776|3778|3779|3780|3781|3782|3783|3784|3785|3786
6-7	3769
6-man	3782
60	3768|3769|3771|3772|3781
6091	3773
61	3769|3772|3776|3778|3780|3781
62	3769|3772|3778|3781
629	3778
63	3769|3772|3781|3786
64	3769|3772|3778|3781
641	3769
64uMyOSLI	3781
65	3769|3771|3772|3781
6541	3769
659	3769
66	3769|3772|3774|3781
664	3770
66th	3774
67	3769|3772|3781
6701	3769
6763	3778
679	3784|3785
68	3769|3772|3781
681	3769
684	3778
685	3769
685c	3769
688	3778
69	3769|3772|3773|3781
690	3769
6977	3772
6991	3772
69th	3780
6music	3772
6th	3769|3770|3771|3774|3778
7	3767|3768|3769|3770|3771|3772|3773|3774|3776|3778|3779|3780|3781|3782|3783|3784|3785
7-15	3774
70	3768|3769|3770|3772|3778|3781
700	3769|3778
7000	3778
703	3769
70499183	3778
71	3769|3772|3781
71383	3769
71578330	3779
72	3769|3772|3773|3774|3776|3781
72-73	3769
72-74	3769
725	3769|3778
72615	3772
72904	3781
73	3769|3772|3781
730	3773|3776
730624p1	3773
732265957BAC953AC225798300406903	3769
73389	3774
7351	3769|3771
74	3769|3772|3774|3778|3781
742	3769
74329	3781
7455283	3776
748	3780
749	3771
75	3769|3772|3780|3781
7521	3778
7522	3778
7541	3772
757	3768
