'	3065|3066|3075|3076
'A	3069
'Aid	3067
'Anna	3079
'Bilingual'	3079
'British'	3070
'Cockney'	3067
'England'	3069
'English	3069
'Enrique	3079
'Fred's'	3067
'Indian	3069
'London	3067
'Lutonian'	3067
'Princess	3067
'Rods'	3067
'Sloane	3067
'T'	3067
'There's	3067
'affected'	3067
'appalling'	3067
'be'	3074
'blog'	3065
'bog'	3067
'bottle'	3074
'comma'	3074
'd	3072
'diacritical	3076
'double	3073
'drol'	3076
'drowle'	3076
'dswounds	3074
'er'	3073
'extra'	3074
'frightfully'	3067
'ghastly'	3067
'hardware'	3074
'hasty'	3074
'hurry'	3074
'idea'	3067
'ideal'	3067
'jah'	3067
'jumped	3074
'k-'	3076
'leaving'	3074
'led'	3076
'leed'	3076
'll	3072
'logic	3075
'logique'	3075
'marked'	3067
'men	3075
'miu	3067
'muesli	3067
'or'	3073
'rah-rah'	3067
's-'	3076
'sblood	3074
'sharp	3076
'sin	3075
'sinne'	3075
'ss'	3076
'start'	3074
'street'	3067
'swounds	3074
'toune'	3075
'town'	3075
'tru'	3075
'true'	3075
'useful'	3062
'war	3075
'warre'	3075
'yonks'	3067
-	3060|3061|3062|3063|3064|3065|3066|3067|3068|3069|3070|3071|3072|3073|3074|3075|3076|3077|3078|3079
-'s	3062|3069|3075
--	3066
--includes	3062
--pt	3062
-78	3078
-C-atom	3078
-Page	3074
-U	3078
-a	3069
-ad	3069
-ade	3069
-age	3062|3073
-al	3062
-an	3069
-ary	3073
-ate	3062
-brac	3073
-ck	3073
-cqu	3073
-d	3060
-dg-	3073
-dom	3069
-ds_name	3066
-e	3069
-ed	3060|3062|3069|3073|3075
-end	3069
-ende	3069
-ene	3078
-er	3060|3062|3069|3075
-es	3069|3073
-est	3062|3069
-ever	3062
-fa	3069
-ff	3073
-fold	3060
-ften	3073
-ful	3062
-fy	3062
-geo_id	3066
-gh	3073
-gm	3073
-gn	3073
-heit	3069
-hood	3062|3069
-hydrogen	3078
-hydrogens	3078
-i-	3060
-ic	3062
-ing	3060|3062|3069
-ise	3062|3073
-ish	3062
-ize	3073
-kk	3073
-ld	3073
-le	3073
-lich	3069
-ligt	3069
-ly	3060|3062|3069
-nd	3073
-ness	3069
-ng	3075
-nge	3073
-ngue	3073
-o	3069
-o-	3060
-odd	3060
-or	3075
-our	3075
-ous	3062
-particularly	3068
-qr_name	3066
-que	3073
-re	3073|3075
-redoLog	3066
-s	3062|3069|3073|3074|3075
-s'	3069
-s-	3073
-scle	3073
-se	3073
-ship	3069
-si	3073
-ss	3076
-ssi	3073
-ste	3073
-sten	3073
-stle	3073
-sure	3073
-t	3074|3075
-tch	3073
-tensing	3074
-ti	3073
-tt	3073
-tum	3069
-ture	3073
-u	3069|3073
-vis	3073
-vv	3073
-ward	3062
-wise	3062
-xc	3073
-zure	3073
-zz	3073
0	3062|3066|3069|3077|3079
0-00-370257-X	3062
0-00-716921-3	3062
0-00-718387-9	3062
0-15-507319-2	3074
0-19-214183-X	3069
0-19-280087-6	3062
0-19-431327-1	3062
0-19-431342-5	3062
0-19-442185-6	3069
0-19-513840-6	3062
0-19-860508-0	3062
0-19-861250-8	3060|3062
0-19-866248-3	3068
0-19-869126-2	3076
0-205-62690-4	3062
0-226-39877-3	3062
0-226-39881-1	3062
0-275-95228-2	3066|3069
0-321-39723-1	3062
0-340-55782-6	3069
0-340-76167-9	3062
0-340-80834-9	3068
0-393-00758-8	3063
0-415-10440-8	3062
0-415-28099-0	3069
0-521-01271-6	3069
0-521-11395-4	3062
0-521-39565-8	3069
0-521-43146-8	3062
0-521-53032-6	3069
0-521-53033-4	3069
0-521-61288-8	3062
0-521-62181-X	3068
0-521-67439-5	3062
0-521-78613-4	3074
0-521-80498-1	3069
0-521-83140-7	3069
0-582-05971-2	3062
0-582-23725-4	3062
0-582-23726-2	3062
0-582-51734-6	3062
0-670-80467-3	3069
0-7100-9802-2	3074
0-7139-9752-4	3069
0-8047-2221-8	3069
0-8196-1160-3	3069
0-8384-4725-2	3062
0-85255-807-4	3069
0-930454-03-0	3062
0-9678550-9-8	3078
00	3079
000	3069|3070|3074|3075|3077|3079
00138387508597728	3074
0029344700	3069
003871	3069
003976	3069
005	3069
008	3069
009427	3069
009433	3069
00E6	3076
01	3072|3074|3078
01_lec06	3069
02	3066
022	3069
027	3069
028	3069
03	3061|3069
030	3069
03CZMFSD9FV7ZP8A7QEZ	3075
04	3069|3073|3077
04000US72	3066
05	3066|3074|3077|3079
0520045009	3063
0520050622	3063
0521012716	3069
0521239532	3063
0521395658	3069
0521530334	3069
058	3069
06	3074
066	3069
0674375017	3063
06statab	3069
07	3070|3073
08	3060|3066|3079
0801879566	3073
09	3079
0CGEQ6AEwCw	3064
0J2VOzNYtKQC	3069
1	3060|3061|3062|3063|3065|3066|3067|3068|3069|3070|3071|3072|3073|3074|3075|3076|3077|3078|3079
1-2	3062
1-4051-3559-X	3069
1-4338-0559-6	3060
1-5	3075
1-55970-710-0	3069
1-58112-993-9	3069
1-7	3062
10	3062|3063|3065|3066|3069|3072|3073|3074|3075|3076|3077|3078|3079
100	3062|3069|3074|3076|3077|3079
1000	3069
1009	3069
101	3069|3075
1017	3074
101829026	3077
102	3069
1021	3078
103	3069
103033132	3077
103577785	3077
104	3069
104207677	3077
104243512	3077
1045	3062
105	3073
1066	3070
1070	3071
108	3063|3076
1080	3074
109	3069
10th	3079
11	3062|3063|3065|3066|3069|3072|3073|3074|3075|3076|3077|3079
110	3069
1113	3073
1118	3073
112	3069
112-71	3063
112101	3065
115	3073
1150	3069
1164777721624	3077
1169	3070
117	3069
11th	3069
12	3060|3062|3063|3064|3065|3066|3069|3073|3074|3075|3076|3077|3079
1203	3062
122	3069
123	3069|3074
125	3069
12666	3061
127	3069|3073
128	3078
1282	3070
129	3073
12ma	3066
12th	3066|3070|3074
12th-century	3075
13	3060|3062|3063|3066|3067|3069|3070|3072|3074|3075|3076|3077|3079
130	3079
131	3069
131n	3073
132	3074
133	3069
1341220955	3075
135	3074
1351	3078
1354424	3077
136-155	3066
1367	3070
138	3069
13th	3070
14	3062|3066|3069|3070|3073|3074|3075|3076|3077|3079
14-year-old	3077
1400	3073
141	3073
142376	3079
143	3063|3073
144	3063|3070
1440s	3075
146	3074
148	3069|3073
149626	3077
14th	3070|3074
15	3062|3066|3069|3070|3074|3075|3076|3077|3079
15-fold	3060
1500	3069|3070|3074
152	3069|3070
1534	3062
154	3063
1542	3062
154358	3079
1550	3069
156	3069
1568	3075
1569	3075
157	3062|3075
158	3063
1580	3075
1586	3062|3075
1590s	3075
159390335	3079
15th	3066|3069|3070
16	3060|3062|3066|3067|3068|3069|3074|3075|3077|3079
16-19	3073
1603	3070
1607	3070
161	3063
1621	3075
1634	3075
16384	3079
164	3077
16417375	3078
165	3070
1658	3069
1662	3075
167	3074
16796	3079
1685	3062
169	3069|3073
16th	3060|3069|3070|3075
16th-early	3074
17	3062|3066|3067|3069|3071|3073|3074|3075|3077|3079
170	3062|3069|3074
1702	3069
1704	3070
1707	3069|3070
1713	3070
172	3069
1720	3063
1721	3069
174	3073
1741	3063
1749	3063
174n	3073
1750s	3063
1755	3069|3075
1756	3062
1760	3063
1761	3063
1764	3063
1765	3062
177	3073
1770s	3063
1779	3062
1789	3063
179	3074
1790	3063
1795	3063
1796	3063
17th	3069|3070|3073|3074|3075
17th-century	3068
18	3062|3064|3066|3069|3074|3075|3077|3079
180	3069|3074
1800	3063|3070
1805	3062
1806	3075
1807	3075
1812	3068
1814	3070
1816	3063
1818	3062
182	3073
182-185	3069
1820s	3073
1826	3063
1827	3063
1828	3069|3075
1829	3063
1830	3063
1830s	3063
1831	3063|3070
1834	3063
1837	3075
1844	3063
1848	3075
1850	3070
1859	3063
1860	3062|3073
1868	3070
1870	3063
1870s	3070|3075
1873	3062
1875	3063
1876	3075
1877	3062
1879	3063|3075
1880	3063|3075
188048	3073|3075
1880s	3075
1883	3062|3075
1887	3063
1888	3063
1889	3069
1890	3063
1891	3070
1892	3062|3063
1893	3063
1898	3063|3066|3075
1899	3063
18th	3060|3068|3079
19	3062|3066|3069|3073|3074|3075|3077|3079
1900	3070|3073
1902	3066
190349012X	3075
1904	3062|3063
