'	56|91|95|97
1905	53|56|70|81|89|91
1906	53|56|70|81|89|91
1907	53|56|70|81|89|91
1908	53|56|70|81|89|91
1909	53|55|56|70|72|81|89|91|94|96
191	81|95
1910	53|56|70|81|89|91
1911	53|56|70|81|89
1912	53|56|70|81|89|96
1913	53|56|67|70|81|89|94
1914	53|56|60|70|76|81|85|87|88|89|91|96
1915	53|56|68|70|81|89|94|96|97
1916	53|81|96
1917	53|81|94|96
1918	53|81|96
1919	53|56|70|81|89|91|96
192	95
1920	53|56|70|81|89|96
1920s	96
1921	53|56|70|81|89
1922	53|56|60|70|76|81|85|87|88|89
1923	53|56|70|81|89
1924	53|56|70|81|89
1925	53|56|70|81|89|94|96
1926	53|56|70|81|89|94
1927	53|56|70|81|89|94|96
1928	53|56|70|81|89
1929	53|56|70|81|89|94
193	84|95
1930	53|56|70|81|89
1931	53|56|70|81|89
1932	53|56|70|81|89
1933	53|56|70|81|89|94
1934	53|56|70|81|89|94|96
1935	53|56|70|81|89|94
1935-05-31	94
1936	53|56|70|81|89
1937	53|56|70|81|89|94
1938	53|56|70|81|89
1939	53|56|70|81|89
194	95
1940	53|81|94
1940s	94
1941	53|81
1942	53|81|94|96
1943	53|81|94|96
1944	53|81|94
1945	53|56|70|81|89|94
1946	53|56|70|81|89|94
1947	53|56|70|81|89
1948	53|56|70|81|89
1949	53|56|70|81|89
195	95
1950	53|56|60|70|76|81|85|87|88|89
1950s	94
1951	53|56|70|81|89|98
1952	53|56|70|81|89|94|98
1953	53|56|70|81|89|94|98
1954	53|56|70|81|89|98
1955	53|55|56|61|63|65|67|69|70|77|81|86|87|89|98
1956	53|55|56|60|61|70|77|81|86|87|89|94|95|98
1957	53|55|56|61|70|77|81|86|87|89|98
1958	53|55|56|61|63|65|67|69|70|77|81|86|87|89|92|94|98
1958-2008	81
1959	50|51|52|53|54|55|56|57|59|61|62|64|66|68|70|71|73|75|77|78|80|81|83|86|87|89|90|92|94|97|98
1959_Grammy_Awards	92
196	63|81|95
1960	50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|75|76|77|78|79|80|81|83|86|87|89|90|92|94|97|98
1960s	94|95
1961	50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|75|77|78|79|80|81|83|86|87|89|90|92|94|97|98
1961_Grammy_Awards	50
1962	50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|75|77|78|79|80|81|83|86|87|89|90|92|94|97|98
1962_Grammy_Awards	51
1963	50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|75|77|78|79|80|81|83|86|87|89|90|92|94|95|97|98
1963_Grammy_Awards	52
1964	50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|75|76|77|78|79|80|81|83|85|86|87|88|89|90|92|95|96|97|98
1964_Grammy_Awards	54
1965	50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|75|76|77|78|79|80|81|83|85|86|87|88|89|90|92|94|97|98
1965-05-01	56
1965-66	58
1965_Grammy_Awards	57
1966	50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|75|76|77|78|79|80|81|83|85|86|87|88|89|90|92|94|97|98
1966_European_Cup_Winners	60
1966_Grammy_Awards	59
1967	50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|75|77|78|79|80|81|83|86|87|89|90|92|94|97|98
1967_Grammy_Awards	62
1968	50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|75|77|78|79|80|81|83|86|87|89|90|92|94|97|98
1968-09-18	65
1968-10-01	65
1968_Grammy_Awards	64
1969	50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|75|77|78|79|80|81|83|86|87|89|90|92|94|95|96|97|98
1969_Grammy_Awards	66
197	95
1970	50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|75|76|77|78|79|80|81|83|85|86|87|88|89|90|92|95|97|98
1970-1995	87
1970_Grammy_Awards	68
1970s	88|94|95
1971	50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|85|86|87|88|89|90|92|94|97|98
1971-72	72|76
1971_FA_Cup_Final	70
1971_Grammy_Awards	71
1972	50|51|52|53|54|55|56|57|58|59|60|61|62|64|66|68|70|71|72|73|74|75|76|77|78|79|80|81|82|83|85|86|87|88|89|90|92|97|98
1972_Grammy_Awards	73
1973	50|51|52|53|54|55|56|57|58|59|60|61|62|64|66|68|70|71|72|73|74|75|76|77|78|79|80|81|82|83|85|86|87|88|89|90|92|97|98
1973_Grammy_Awards	75
1973_UEFA_Cup_Final	76
1974	50|51|52|53|54|55|56|57|58|59|60|61|62|64|66|68|70|71|72|73|74|75|76|77|78|79|80|81|82|83|85|86|87|88|89|90|92|97|98
1974_Grammy_Awards	78
1975	50|51|52|53|54|55|56|57|58|59|60|61|62|64|66|68|70|71|72|73|74|75|76|77|78|79|80|81|82|83|85|86|87|88|89|90|92|97|98|99
1975-76	87
1975_Grammy_Awards	80
1976	50|51|52|53|54|55|56|57|58|59|60|61|62|64|66|68|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|92|97|98
1976-02-03	84
1976GeoRL	84
1976Sci	84
1976_Grammy_Awards	83
1976_Guatemala_earthquake	84
1976_UEFA_Cup_Final	85
1976southamptonmanunited	81
1977	50|51|52|53|54|55|56|57|58|59|60|61|62|64|66|68|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|92|94|97|98
1977-05-22	89
1977_European_Cup_Final	87
1977_European_Super_Cup	88
1977_FA_Cup_Final	89
1977_Grammy_Awards	90
1978	50|51|52|53|54|55|56|57|58|59|60|61|62|64|66|68|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|92|94|97|98
1979	50|51|52|53|54|55|56|57|58|59|60|61|62|64|66|68|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|92|97|98
198	53|95
1980	50|51|52|53|54|55|56|57|58|59|60|61|62|64|66|68|70|71|72|73|74|75|76|77|78|79|80|81|82|83|85|86|87|88|89|90|92|94|97|98
19805713	95
1980s	88|94|95
1981	50|51|52|53|54|55|56|57|58|59|60|61|62|64|66|68|70|71|72|73|74|75|76|77|78|79|80|81|82|83|85|86|87|88|89|90|92|94|97|98
1982	50|51|52|53|54|55|56|57|58|59|60|61|62|64|66|68|70|71|72|73|74|75|76|77|78|79|80|81|82|83|85|86|87|88|89|90|92|94|97|98
1983	50|51|52|53|54|55|56|57|58|59|60|61|62|64|66|68|70|71|72|73|74|75|76|77|78|79|80|81|82|83|85|86|87|88|89|90|92|94|95|97|98
1984	50|51|52|53|54|55|56|57|58|59|60|61|62|64|66|68|70|71|72|73|74|75|76|77|78|79|80|81|82|83|85|86|87|88|89|90|92|94|95|97|98
1985	50|51|52|53|54|55|56|57|58|59|60|61|62|64|66|68|70|71|72|73|74|75|76|77|78|79|80|81|82|83|85|86|87|88|89|90|92|94|95|97|98
1986	50|51|52|53|54|55|56|57|58|59|60|61|62|64|66|68|70|71|72|73|74|75|76|77|78|79|80|81|82|83|85|86|87|88|89|90|92|94|97|98
1987	50|51|52|53|54|55|56|57|58|59|60|61|62|64|66|68|70|71|72|73|74|75|76|77|78|79|80|81|82|83|85|86|87|88|89|90|92|94|97|98
1988	50|51|52|53|54|55|56|57|58|59|60|61|62|64|66|68|70|71|72|73|74|75|76|77|78|79|80|81|82|83|85|86|87|88|89|90|92|97|98
1989	50|51|52|53|54|55|56|57|58|59|60|61|62|64|66|68|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|92|94|95|97|98|99
199	95
1990	50|51|52|53|54|55|56|57|58|59|60|61|62|64|66|68|70|71|72|73|74|75|76|77|78|79|80|81|82|83|85|86|87|88|89|90|92|94|95|97|98|99
1990-11-16	97
1990-11-20	97
1990_Grammy_Awards	97
1990s	88|93|95
1991	50|51|52|53|54|55|56|57|58|59|60|61|62|64|66|68|70|71|72|73|74|75|76|77|78|79|80|81|82|83|85|86|87|88|89|90|92|95|97|98|99
1992	50|51|52|53|54|55|56|57|58|59|60|61|62|64|66|68|70|71|72|73|74|75|76|77|78|79|80|81|82|83|85|86|87|88|89|90|92|97|98|99
1993	50|51|52|53|54|55|56|57|58|59|60|61|62|64|66|67|68|70|71|72|73|74|75|76|77|78|79|80|81|82|83|85|86|87|88|89|90|92|97|98|99
1994	50|51|52|53|54|55|56|57|58|59|60|61|62|64|66|67|68|70|71|72|73|74|75|76|77|78|79|80|81|82|83|85|86|87|88|89|90|92|94|95|97|98|99
1995	50|51|52|53|54|55|56|57|58|59|60|61|62|64|66|68|70|71|72|73|74|75|76|77|78|79|80|81|82|83|85|86|87|88|89|90|91|92|94|97|98|99
1996	50|51|52|53|54|55|56|57|58|59|60|61|62|64|66|68|70|71|72|73|74|75|76|77|78|79|80|81|82|83|85|86|87|88|89|90|91|92|95|97|98|99
1997	50|51|52|53|54|55|56|57|58|59|60|61|62|64|66|68|70|71|72|73|74|75|76|77|78|79|80|81|82|83|85|86|87|88|89|90|91|92|94|95|97|98|99
1998	50|51|52|53|54|55|56|57|58|59|60|61|62|64|66|68|70|71|72|73|74|75|76|77|78|79|80|81|82|83|85|86|87|88|89|90|92|97|98|99
1999	50|51|52|53|54|55|56|57|58|59|60|61|62|64|66|68|70|71|72|73|74|75|76|77|78|79|80|81|82|83|85|86|87|88|89|90|92|93|94|95|97|98|99
19th	90|91
19th-century	91
19th_century	91
1G50	95
1Internazionale	61
1Live	95
1S0XEAMKYS9B4Z7XC606	95
1The	72
1a139a8c-5cd7-4c4f-b92d-9e0987655ff0	95
1bn'	95
1st	55|58|60|61|63|65|67|69|72|74|76|77|79|82|85|86|87|91|92
2	50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99
2'	61|69|74|77|82|86
2-step	93
2-step'	93
2-step's	93
2-step_garage	93
20	53|55|56|61|63|65|69|70|72|74|76|77|78|81|85|86|87|89|91|94|95|96|97
20'	55|58|61|63|69|77
20-odd	94
20-year-old	95
200	81|91|94|95
200's	95
2000	50|51|52|53|54|55|56|57|59|61|62|64|66|68|70|71|73|74|75|76|77|78|80|81|82|83|85|86|87|88|89|90|92|93|94|95|97|98|99
2000-2005	93
2000s	88|94|95
2001	50|51|52|53|54|55|56|57|59|60|61|62|64|66|68|70|71|73|74|75|76|77|78|80|81|82|83|85|86|87|88|89|90|92|95|97|98|99
20014267	95
2002	50|51|52|53|54|55|56|57|59|60|61|62|64|66|68|70|71|73|74|75|76|77|78|80|81|82|83|85|86|87|88|89|90|91|92|93|94|97|98|99
2003	50|51|52|53|54|55|56|57|59|60|61|62|64|66|68|70|71|73|74|75|76|77|78|80|81|82|83|85|86|87|88|89|90|92|94|97|98|99
2004	50|51|52|53|54|55|56|57|59|61|62|64|66|68|70|71|73|74|75|76|77|78|80|81|82|83|85|86|87|88|89|90|92|93|94|96|97|98|99
2005	50|51|52|53|54|55|56|57|59|60|61|62|64|66|68|70|71|73|74|75|76|77|78|80|81|82|83|84|85|86|87|88|89|90|92|94|95|96|97|98|99
2005-06-18	93
2006	50|51|52|53|54|55|56|57|59|60|61|62|64|66|68|70|71|73|74|75|76|77|78|80|81|82|83|85|86|87|88|89|90|92|93|94|95|97|98|99
2006-10-14	93
2007	50|51|52|53|54|55|56|57|59|60|61|62|64|66|68|70|71|73|74|75|76|77|78|80|81|82|83|85|86|87|88|89|90|92|93|94|95|97|98|99
2008	50|51|52|53|54|55|56|57|59|60|61|62|64|66|68|70|71|73|74|75|76|77|78|80|81|82|83|85|86|87|88|89|90|92|93|94|95|96|97|98|99
2008-03-03	91
2009	50|51|52|53|54|55|56|57|59|60|61|62|64|66|68|70|71|73|74|75|76|77|78|80|81|82|83|85|86|87|88|89|90|92|94|95|97|98|99
2009-11-29	99
201	95
2010	50|51|52|53|54|55|56|57|59|61|62|64|66|68|70|71|73|74|75|76|77|78|80|81|82|83|85|86|87|88|89|90|92|94|95|96|97|98|99
2010-01-26-millivanilli26_ST_N	97
2010-11-21	98
2010-Peoples-Choice-Awards-tickets	99
2010s	88|95
2011	50|51|52|53|54|55|56|57|58|59|60|61|62|64|66|68|70|71|73|74|75|76|77|78|80|81|82|83|84|85|86|87|88|89|90|92|93|94|95|96|97|98|99
2011-01-19	95
2011-01-29	95
2011-02-05	95
2011-02-22_adele_21_review_perfect_album_floats_beyond_countries_and_time	95
2011-02-23	95
2011-03-12	95
2011-05-08	94
2011-05-30	94
2011-07-13-eminem-adele-digital-sales_n	95
2011-11-14	95
2011-12-27	95
2011-2012	95
2011-year-in-review-best-in-pop-music	95
20110001	95
2012	50|51|52|53|54|55|56|57|59|60|61|62|63|64|66|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|92|93|94|95|96|97|98|99
2012-01-18	95
2012-01-21	95
2012-03-31	95
2012-09-18	91
2012-10-31	91
2012-11-07	53
201202	95
2013	50|51|52|53|54|55|56|57|58|59|60|61|62|64|65|66|67|68|70|71|73|74|75|76|77|78|80|81|82|83|85|86|87|88|89|90|91|92|94|95|96|97|98|99
2013-01-15	95
2014	55|61|74|76|77|82|85|86|87|88
2015	88
202	61|95
202011	95
202012	95
2029	95
203	95
20326356_20556356	95
204	95
20464873	95
205	95
2050	95
206	95
207	61|95
208	95
209	95
20ALBUMES	95
20th	91|94|96
20th-century-fox-logo	94
20th_Century_Fox	94
21	53|56|61|65|67|69|70|72|73|74|76|77|81|85|86|87|89|90|91|94|95|96|97
21'	55|61|65|67|72|74|76|77|82|88
21's	95
21-	95
21-20110217	95
21-Adele	95
21-a110233759	95
21-and-up-adele-s-billboard-cover-story-1005644752	95
21-limited-edition-adele	95
21-r2078324	95
210	95
2101344_2101364	95
21097347	95
211	55|95
212	95
213	81|95
214	95
215	61|95
216	95
217	95
218	61|95
219	95
21_	95
21st	76|88|91|93|95
22	53|55|56|60|63|65|67|70|72|79|81|82|87|88|89|91|95|96|97
22'	55|58|61|65|67|69|72|77|86
220	95
221	95
222	95
223	95
224	95
225	95
2258521	90
226	53|95
227	95
228	95
2287037	95
229	95
22nd	91
23	53|55|56|59|61|63|64|65|69|70|76|77|81|84|86|89|91|93|95|96|97
23'	55|61|65|67|69|72|74|77|82|86
23-week	95
230	84|95
231	95
232	81|95
233	95
234	95
235	95
2359	96
236	55|61|95
2363	64
237	95
238	55|95
239	95
23rd	91
24	53|55|56|58|61|69|70|72|74|76|77|81|87|89|91|92|93|94|95|96|97
24'	58|61|63|65|69|77|87
24'pen	63
24-hour	96
24-hour_clock	96
24-week	95
240	95
240002	95
2403	95
241	95
242	55|95
243	55|95
244	95
245	55|95
246	95
24664	95
247	95
248	95
249	61|95
2495	95
24Kitchen	94
24th	87|91|95
25	53|55|56|60|61|63|69|70|74|75|78|80|81|86|87|89|94|95|96
25'	55|58|61|63|65|67|69|72|77|79|82|86
250	58|94|95
251	61|95
252	89|95
253	95
254	53|95
254508-adele-21-track-by-track-review	95
255	95
2555	75
256	55|81|95
257	95
2571	73
258	63|84|95
259	95
25th	91
26	53|56|60|61|63|66|67|69|70|81|82|87|89|91|93|94|95
26'	55|61|63|65|69|72|77|82
260	95
261	95
262	95
263	95
2630104	92
264	95
265	95
266	95
2665297	95
267	95
268	55|63|95
269	95
26th	91
27	53|55|56|58|60|61|63|65|69|70|74|76|77|81|82|89|94|95
27'	55|61|67|69|74|77|82|86
270	95
271	95
272	55|95
2722004	95
273	53|95
274	53|95
275	95
276	95
2767	80
277	95
278	95
279	93|95
27_Cup	58|72|79
27_Cup_Final	60
27s_Choice_Awards	99
27th	91
28	53|56|58|61|67|69|70|72|74|81|83|84|85|86|89|91|95|97|98
28'	55|58|61|69|74|77|86|87
280	95
281	87|95
282	61|95
283	69|95
2834560	66
284	95
285	95
286	53|95
287	95
288	53|95
28804	95
289	55|95
28th	91
29	51|53|56|58|60|61|63|64|69|70|72|74|76|81|82|84|85|86|89|95
29'	55|61|63|67|69|74|76|77|88
290	55|61|95
291	95
292	69|95
293	95
294	95
295	95
296	95
297	95
298	95
2988847	95
299	95
2992461	95
29th	76|91|95
2Farchive	95
2Findex_test	95
2Fmusic	95
2Fmusicvideo	95
2Step	93
2iFlAAAAIBAJ	59
2nd	55|58|60|61|63|65|67|69|72|74|76|77|79|82|85|86|87|91|95
3	50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99
3'	55|61|67|77|86
3-0	72
3-2	72
30	53|55|56|58|60|61|63|69|70|72|76|81|82|84|85|86|88|89|91|93|94|95|96|99
30'	55|67|69|72|77|82
30-minute	56
300	84|94|95
300862	95
301	95
302	95
303	55|95
304	95
3044347	57
305	95
306	95
307	95
308	95
309	95
30th	76|91|94
31	53|55|56|57|61|63|65|70|76|81|89|91|94|95
31'	55|61|63|67|69|77|82|86
31-1	96
310	95
311	95
312	61|95
31249	93
313	53|95
314	95
315	95
316	95
317	95
3174695	52
318	95
319	95
31st	91|94
32	53|55|56|61|70|81|84|89|95
32'	55|65|67|69|76|82
32-year-old	81
320	81|95
321	95
322	95
323	55|95
324	95
325	94
326	81|84
327	55
329672	87
32million	95
32nd	91|97
33	52|53|55|56|70|81|84|89|94|95
33'	55|61|65|69|74|77|82|86|88
330049	87
331251	76
332	61
333513	60
336	55
339	53
33rd	67|76|91
34	53|55|56|60|61|63|70|76|81|87|88|89|95
34'	61|63|67|74|77|82|86
34000	82
342	69
345	81
3454852011	95
34th	85|91|98
34th_Berlin_International_Film_Festival	98
35	51|53|56|58|60|69|70|78|80|81|82|89|95
35'	55|58|61|63|67|69|82|86
35000	82
3506015	71
350k	95
352	95
35th	91
36	53|55|56|60|70|77|81|84|89|95
36'	55|61|63|65|69|74|77
362	53
363	61
3635173	50
365	53
366	81
369	53
36th	91|99
36th_People	99
37	50|53|56|59|67|70|74|81|89|95
37'	55|61|63|65|67|69|72|77|82|86
370	53|95
373	81
374	61
