'	3828|3835|3837|3840
140	3828|3837
140-1	3828
1400	3827
141	3828|3837
1412	3836
142	3828|3837
143	3828|3837
1437847	3842
144	3828|3837
1443178	3842
1443475	3842
145	3828|3837|3843
145424	3837
146	3828|3836|3837
1460	3839
14631045	3836
146785	3837
147	3828|3837
14761703	3836
148	3828|3837
149	3828|3837
1495	3827
15	3827|3828|3835|3836|3837|3839|3840|3842|3843|3844
150	3827|3828|3837
1500A	3844
1501800	3836
15089102	3836
151	3828|3837
1518731	3836
152	3828|3837
15245-halo-beyonce-cover	3837
153	3828|3837
154	3828|3836|3837
155	3828|3837
155191	3842
1555	3827
156	3828|3836|3837
1566	3827
157	3828|3837
1571	3836
158	3828|3837
159	3828|3837
1593	3839
1596842	3837
1597718	3837
15th	3839
16	3827|3828|3835|3836|3837|3839|3840|3842|3843|3844
16'	3840
16-year-old-anja-wows-the-audience-with-cold-chisel-classic-on-young-talent-time	3837
160	3828|3837
161	3828|3837
1617011	3837
162	3828|3837
1621839	3837
1625283	3837
163	3828|3837|3839
1630	3837
1630334	3837
1630348	3837
1630462	3837
163294-emas-beyonce-wins-best-song-for-halo-song	3837
16342002	3836
164	3828|3836|3837
165	3828|3837
1656	3827
166	3828|3837
1661010	3836
166X	3836
167	3828|3837
168	3828|3837
169	3828|3837
16th	3839
17	3827|3828|3834|3835|3836|3837|3839|3840|3842|3843|3844
170	3828|3837
171	3828|3837
172	3828|3837
172-3	3828
173	3828|3837
174	3828|3837
1742	3827
175	3828|3837
176	3828|3837
177	3828|3837
178	3828|3837
179	3837
1792	3833
1793	3833
1794	3833
1795	3833
1796	3833
1796-1797	3833
1796-1807	3833
1798	3833
17th	3839|3844
18	3827|3828|3833|3835|3836|3837|3838|3839|3840|3842|3843|3844|3846
18-month	3838
180	3837
1800-1805	3833
1804	3830|3833
1807	3833
1808	3833
1809	3833
181	3837
1812	3833
1813	3833
1814	3833
1815	3833
1816	3833
182	3837
182234399	3836
1825	3827
1829	3833
183	3837
1830	3828
1834	3833
1835	3833
1836	3833
1837	3833
1838	3833
1839	3833
184	3837
1840	3833
1849	3833
185	3837
1850	3833
1851	3833
1854	3833
1856	3833
1857	3833
1858	3833
1859	3827|3833
186	3837
1860	3839
1861	3833|3844
1864	3833
1865	3844
1866	3833
1868	3828
187	3837
1870	3833
1873	3833
18730444	3836
18730832	3836
1875	3833
1877	3827
1878	3833
1878943	3842
188	3837
1883	3833
1885	3833
1886	3827
1887	3827|3839
1887-09-29	3839
1888	3839
1889	3833|3844
1889-04-04	3844
189	3828|3836|3837|3839
1891	3833|3839
1892	3828|3833
1892-07-23	3828
1893	3833
1893-CC	3833
1894	3827
1897	3840
1899	3834|3839
18th	3836|3839
19	3828|3835|3836|3837|3838|3839|3840|3842
190	3831|3837
1904	3833|3834
1905	3828
1906	3828|3833|3839
1907	3827|3828|3833|3844
1908	3833
1909	3828|3833
191	3837
1910	3827|3828
1911	3828
1913	3828|3833|3840
1914	3828|3833|3844
1915	3833
1916	3828|3833
1917	3828
1918	3828|3844
1919	3828|3839
192	3828|3837
192-193	3828
1920s	3835
1921	3828|3832|3833|3839
1921-	3832
1921-05-25	3832
1922	3839
1923	3828|3839
1924	3828|3839
1925	3828|3839
1926	3834|3839
1927	3828|3836|3839
1928	3828|3835|3836|3839
1929	3828|3833|3839
193	3839|3840
193-4	3828
1930	3828|3833
1930s	3828|3840
1931	3828|3833|3839|3844
1932	3828|3838|3839
1932-04-23	3838
1933	3827|3828|3833|3839|3844
1934	3828|3832|3839|3840
1934-04-24	3840
1935	3828|3833|3839|3840|3843
1935-08-02	3843
1935-1936	3828
1936	3828|3836|3840
1937	3828|3839|3840
1938	3828|3833|3836|3839|3840|3844
1939	3828|3836|3839|3840|3844
1939-1945	3844
194	3844
1940	3828|3832|3835|3839|3844
1940s	3828|3832|3840
1941	3828|3832|3835|3839|3844
1942	3828|3839|3840|3844
1943	3828|3833|3836|3839|3844
1944	3828|3839|3843|3845|3846
1945	3828|3833|3835|3839|3844|3845|3846
1945-1959	3835
1946	3828|3833|3835|3839|3842
1947	3828|3833|3835|3839|3844
1948	3828|3833|3835|3839|3840
1949	3828|3839|3840
1949-1955	3840
195	3837
1950	3828|3832|3835|3838|3839|3840
1950s	3828|3836|3840
1951	3828|3832|3835|3836|3839|3840
1952	3828|3835|3838|3839
1953	3828|3835|3836|3839|3844
1954	3828|3833|3835|3836|3840
1955	3828|3833|3835|3839|3840
1956	3828|3835|3839
1956350	3840
1957	3828|3832|3835|3836|3838|3839
1958	3828|3835|3839
1959	3828|3835|3839|3840|3842
196	3836|3840
1960	3828|3832|3835|3839|3842|3843
1960-1979	3835
1960s	3828|3832|3836|3840|3841|3843
1961	3828|3832|3835|3836|3838|3839|3840|3843
1962	3828|3832|3835|3836|3839|3840|3843|3844
1962-09-01	3844
1963	3828|3832|3833|3835|3839|3840|3843
1964	3828|3832|3833|3835|3839|3840
1965	3828|3832|3835|3839|3840|3843
1966	3828|3832|3835|3836|3839|3840
1966-08-14	3835
1967	3828|3832|3835|3836|3839|3840|3843
1968	3827|3828|3832|3835|3839|3840|3843
1969	3828|3832|3835|3836|3839|3840
1969-1970	3840
1970	3828|3832|3835|3836|3839|3840|3845|3846
1970s	3828|3832|3838|3840
1971	3828|3832|3833|3835|3836|3839|3840
1972	3828|3832|3835|3836|3839|3840
1973	3828|3835|3839|3840
1974	3828|3833|3835|3839|3840|3843
1975	3828|3835|3839|3840
1975-08-27	3828
1976	3828|3835|3838|3839|3840
1977	3828|3835|3838|3839|3840
1978	3828|3833|3835|3839|3843
1979	3828|3832|3833|3835|3839|3842|3845|3846
1980	3828|3832|3835|3839|3840|3842|3843
1980-1999	3835
1980s	3830|3833|3835|3836|3837|3840
1980s-era	3837
1981	3828|3832|3833|3835|3836|3839
1982	3828|3833|3835|3839|3843
1983	3828|3835|3837|3839
1984	3828|3832|3835|3836|3838|3839
1985	3828|3835|3837|3839
1986	3828|3833|3835|3839
1987	3828|3835|3836|3839|3840|3845
1988	3828|3835|3836|3839|3843
1989	3828|3835|3836|3839|3842
1990	3828|3832|3835|3838|3839
1990-03-26	3838
1990s	3828|3831|3839|3840
1991	3828|3832|3834|3835|3839
1992	3828|3835|3839|3840
1992's	3835
1993	3828|3834|3835|3839
1994	3828|3835|3836|3839
1995	3828|3835|3839
1996	3828|3835|3839
1997	3828|3833|3835|3836|3839|3845|3846
1998	3828|3835|3836|3839|3843|3844
1998-10-03	3840
1999	3828|3833|3835|3836|3839|3842
19th	3827|3833|3836|3839|3845
1G1-191015232	3841
1G1-252847618	3841
1U50	3842
1st	3828|3835|3839|3842|3844
1z2z2z268z1z8	3837
2	3827|3828|3829|3832|3833|3834|3835|3836|3837|3838|3839|3840|3841|3842|3843|3844|3845|3846
2'	3840
2-3	3836
2-AG	3836
2-Arachidonoylglycerol	3836
2-Arachidonyl	3836
2-EMSB	3836
2-Isopropyl-5-methyl-1-	3836
2-MDP	3836
2-MMSB	3836
2-Methyl-MDA	3836
2-butyl	3836
2-methoxybenzoyl	3836
2-morpholinoethyl	3836
20	3828|3829|3831|3833|3835|3836|3837|3839|3840|3842|3843|3844
20-year	3828
200	3828|3829
2000	3828|3832|3833|3835|3836|3837|3839|3840|3842|3844|3845|3846
2000-12-23	3842
2000-2019	3835
2000-house	3835
2000s	3837|3840|3841
2000s-era	3840
2000sDecadeChartssingles	3842
2001	3828|3832|3835|3836|3837|3838|3839|3840|3842|3843|3844|3846
2001-01-10	3842
2001-03-15	3842
2001-04-24	3842
2001-04-26	3842
2001-05-08	3842
2001-06-16	3842
2001-09-08	3842
2001after	3842
2002	3827|3828|3835|3836|3839|3840|3842|3846
2002-04-10	3840
2003	3828|3832|3833|3835|3836|3837|3839|3840|3842|3843
2004	3828|3829|3835|3836|3837|3839|3840|3842
2005	3827|3828|3835|3836|3839|3840|3842|3846
2006	3828|3833|3834|3835|3836|3839|3840|3842|3845|3846
2006-release	3845
2007	3828|3833|3835|3836|3837|3838|3839|3840|3841|3842|3843|3844
2007-02-07	3835
2007-02-19	3835
2007-04-02	3835
2007-04-04	3835
2007-04-17	3835
2007-05-05	3835
2007-07-24	3835
2007-09-19	3827
2007-12-13	3835
2007-12-15	3835
2007-12-20	3835
2007-12-21	3835
2007-12-23	3835
2008	3828|3829|3830|3831|3834|3835|3836|3837|3839|3840|3841|3842|3843
2008-01-01	3835
2008-01-10	3835
2008-01-13	3835
2008-03-12	3835
2008-03-16	3835
2008-03-18	3835
2008-03-23	3835
2008-04-01	3835
2008-04-25	3835
2008-04-29	3835
2008-05-20	3840
2008-08-30	3835
2008-09-24	3835
20080520105920	3840
20081010	3837
2009	3828|3829|3830|3835|3836|3837|3838|3839|3840|3841|3842
2009-01-20	3837
2009-02-15	3842
2009-04-04	3837
2009-05-11	3835
2009-05-17	3842
2009-05-24	3835
2009-05-31	3837
2009-07-05	3835
2009-07-30	3842
2009-07-31	3842
2009-10	3837
2009-10-24	3837
2009-12-31	3842
2009-naacp-image-awards-bringing-black-star-power	3837
20090001	3837
20090406031842	3837
20090409044442	3837
20090509082404	3837
20090529065427	3837
20090530	3837
20090918	3837
2009_single	3837
201	3828
2010	3827|3828|3832|3833|3835|3836|3837|3839|3842|3843
2010-02-13	3837
2010-02-20	3837
2010-03-07	3835
2010-03-08	3835
2010-05-03	3835
2010-07-15	3843
2010-08-16	3835
2010-11	3837
2010-12-24	3835
2010-121	3837
20100122	3837
20100205-0000	3837
2010_17	3837
2011	3828|3829|3832|3835|3836|3837|3839|3840|3841|3842
2011-01-19	3835
2011-01-31	3835
2011-02-22	3840
2011-07-01	3842
2011-07-02	3842
2011-07-03	3842
2011-07-09	3842
2011-07-22	3842
2011-08-02	3842
2011-08-03	3842
2011-08-04	3842
2011-08-09	3842
2011-09-07	3835
20110724195845	3837
20111223	3837
2012	3828|3829|3831|3832|3833|3834|3835|3836|3837|3839|3841|3842|3843|3844|3845|3846
2012-01-03	3835
2012-01-29	3835
2012-03-10	3835
2012-03-25	3843
2012-05-10	3835
2012-09-01	3832
2012-09-03	3832
2012-10-06	3835
2012-11-23	3835
2012-11-26	3835
2012-11-30	3835
2013	3827|3828|3829|3830|3835|3836|3837|3838|3839|3840|3841|3844
20173511	3837
2019	3835|3842
201936	3840
202	3839
2020	3832|3835
202009	3837
2025	3835
2029	3835
205	3828
2050	3837
206	3839
2084996	3842
209	3828
2090	3837
20Anual	3837
20CANCIONES	3837
20Canciones	3837
20Consoles	3840
20Early	3840
20Hammond	3840
20I	3828
20Mechanics	3840
20Science	3840
20Selassie	3828
20TAFARI	3828
20a	3842
20b-3	3840
20born	3828
20by	3842
20doses	3836
20hanging	3842
20large	3836
20moment	3842
20music	3840
20of	3836
20plane	3840
20th	3828|3836|3844
20th-century	3835
20tobacco	3836
21	3828|3829|3831|3833|3835|3836|3837|3839|3840|3842|3845|3846
210	3828|3837
211	3828
212-2	3836
212-3	3828
216	3828
2190	3836|3839
21st	3835|3841
21st-century	3835
22	3828|3833|3835|3836|3837|3838|3839|3840|3842|3843
220	3828
221	3839
228	3828
22Country	3840
22Hammond	3840
22Popular	3840
23	3828|3833|3835|3836|3837|3838|3839|3842|3843
2307	3845|3846
235257-halo-de-beyonce-e-a-musica-mais-tocada-nas-radios-brasileiras-em-2009	3837
23790	3837
2380034	3842
239-40	3828
24	3828|3835|3836|3837|3839|3842|3843|3844
240001	3837
242	3833|3836
243	3828
244	3836
245	3839
247	3828
248	3828|3839
249	3839
25	3827|3828|3832|3833|3835|3836|3837|3839|3840|3842|3843
250	3828
25024	3842
251	3836
255	3839
256	3845|3846
25B-NBOMe	3836
25I-NBMD	3836
25I-NBOH	3836
25I-NBOMe	3836
26	3828|3832|3835|3836|3837|3838|3839|3842
26-7	3828
26-second	3837
260	3836|3845|3846
261	3845|3846
265	3828
266	3836|3845|3846
2660263	3836
26browne	3837
27	3828|3835|3836|3837|3839|3842|3844
270	3845|3846
271	3846
275	3846
27542	3827
27569	3836
27759	3836
279275-beyonce-glastonbury-jay-z-coldplay-chris-martin	3837
27th	3837
28	3827|3828|3833|3835|3836|3837|3839|3841|3842
2805039	3842
2819	3841
282	3836
2828416	3842
28312	3836
286	3836
28611	3836
288	3845|3846
28867	3837
29	3828|3834|3835|3836|3837|3839|3842|3845|3846
293	3839
29647	3836
297-8	3828
298	3839
2Bnumberfield1	3839
2Bstringfield1	3839
2C	3839
2C-B	3836
2C-B-Dragonfly	3836
2C-B-FLY	3836
2C-C	3836
2C-C-FLY	3836
2C-C-NBOMe	3836
2C-CN-NBOMe	3836
2C-D	3836
2C-D-FLY	3836
2C-D-NBOMe	3836
2C-E	3836
2C-E-FLY	3836
2C-E-NBOMe	3836
2C-EF	3836
2C-F	3836
2C-F-NBOMe	3836
2C-G	3836
2C-G-NBOMe	3836
2C-H-NBOMe	3836
2C-I	3836
2C-I-FLY	3836
2C-N	3836
2C-N-NBOMe	3836
2C-O	3836
2C-O-4	3836
2C-P	3836
2C-T	3836
2C-T-13	3836
2C-T-15	3836
2C-T-17	3836
2C-T-2	3836
2C-T-21	3836
2C-T-4	3836
2C-T-4-NBOMe	3836
2C-T-7	3836
2C-T-7-FLY	3836
2C-T-7-NBOH	3836
2C-T-8	3836
2C-T-9	3836
2C-TFM	3836
2C-TFM-NBOMe	3836
2C-YN	3836
2C-family	3836
2CBCB-NBOMe	3836
2CBFly-NBOMe	3836
2CD	3837
2CD-5EtO	3836
2F	3837
2Farchive	3837
2Findex_test	3837
2Fmusic	3837
2Fmusicvideo	3837
2nd	3839|3844
2x	3842
3	3827|3828|3832|3833|3834|3835|3836|3837|3838|3839|3840|3841|3842|3843|3844|3845|3846
3'	3840
3-11-016766-2	3846
3-4	3828
3-7909-0284-5	3844
3-8118-1457-5	3844
3-931533-45-X	3844
3-D	3837
3-MeO-PCP	3836
3-Quinuclidinyl	3836
3-doors-down-hit-heartland	3842
3-pentyl	3836
3-position	3840
3-pronged	3836
30	3828|3829|3832|3835|3836|3837|3839|3840|3842|3844
30-minute	3835
30-year	3828
301	3836
302	3836
3096387	3837
31	3828|3835|3836|3837|3839|3842
311	3839
3116853	3837
3116905	3837
3117772	3837
312	3846
315	3836
316	3828
318	3828
318102	3845|3846
319	3828|3839
32	3828|3835|3836|3837|3839|3840|3842
32'	3840
32-note	3840
32-pedal	3840
32520	3842
329	3839
33	3828|3835|3836|3837|3839|3842
330	3839
3352236	3836
339	3836
34	3827|3828|3835|3836|3837|3839|3842
34-5	3828
34229	3837
343	3836|3842
35	3828|3835|3836|3837|3839|3842
350	3840|3842
350-1100	3834
357	3835
359	3833
36	3828|3833|3835|3836|3837|3839|3842
360	3839
365	3839
368	3836
36f	3828
37	3828|3835|3836|3837|3839|3842|3845|3846
377	3842
38	3828|3835|3836|3837|3842|3845|3846
38-7271	3836
381	3828|3836|3842
387	3828
388	3836
38th	3829
39	3828|3835|3836|3837|3842|3844|3845|3846
390	3828|3840
3C-AL	3836
3C-E	3836
3C-P	3836
3DN0N2H0XC96Q44FL9VUKQZ3P2T2JVB1W7100NC1W7	3842
3DS	3841
3rd	3839|3840
4	3827|3828|3829|3832|3833|3835|3836|3837|3838|3839|3840|3841|3842|3843|3844|3845|3846
4'	3840
4-	3837
4-Acetoxy-DET	3836
4-Acetoxy-DIPT	3836
4-Acetoxy-DMT	3836
4-Acetoxy-DPT	3836
4-Acetoxy-MiPT	3836
4-CAB	3836
4-FA	3836
4-FMA	3836
4-HO-5-MeO-DMT	3836
4-HO-DPT	3836
4-HO-MET	3836
4-HO-MPMI	3836
4-MTA	3836
4-MeO-PCP	3836
4-Methyl-	3836
4-Propionyloxy-DMT	3836
4-dimethylazetidide	3836
4-methoxybenzoyl	3836
40	3827|3828|3835|3836|3837|3839|3840|3841|3842|3844
40-2	3828
40-something	3835
400	3837
4000912	3836
405	3840
407	3827
409	3827|3836
40th	3839
41	3828|3830|3835|3836|3837|3839|3842|3843
410	3844
4172	3840
42	3827|3828|3835|3837|3839|3842
420	3836|3837
4200	3840
425	3840
42884	3837
43	3827|3828|3835|3836|3837|3839|3842
438	3839
44	3828|3833|3835|3837|3839|3841|3842
44-note	3840
443	3837
4470116-110800	3828
45	3828|3835|3837|3842
455654	3845|3846
46	3828|3835|3836|3837|3842
461	3836
47	3828|3835|3836|3837|3839|3841|3842
475860	3845|3846
47th	3829
48	3827|3828|3835|3837|3839|3840|3842
48157	3843
488	3836
4894506	3836
48f	3828
49	3828|3835|3836|3837|3839|3842
4910	3836
494919790	3834
495	3836
497	3836
4th	3828|3836|3839|3844
5	3827|3828|3829|3830|3832|3833|3835|3836|3837|3838|3839|3840|3841|3842|3843|3844|3845|3846
5'	3840
5-APB	3836
5-APDB	3836
5-APDI	3836
5-AcO-DMT	3836
5-Fluoropentyl-3-pyridinoylindole	3836
5-HT2	3836
5-HT2A	3836
5-HT2AR	3836
5-IAI	3836
5-MAPDI	3836
5-Me-MIPT	3836
5-MeO-	3836
5-MeO-2	3836
5-MeO-4	3836
5-MeO-DALT	3836
5-MeO-DET	3836
5-MeO-DIPT	3836
5-MeO-DMT	3836
5-MeO-DPT	3836
5-MeO-DiPT	3836
5-MeO-EiPT	3836
5-MeO-MET	3836
5-MeO-MIPT	3836
5-MeO-MPMI	3836
5-MeO-MiPT	3836
5-Methyl-MDA	3836
5-N	3836
5-dimethoxy-4-methylphenyl	3836
50	3828|3829|3833|3835|3836|3837|3839|3842
500	3828|3829|3835
50000000000000000000	3839
500919665	3837
507	3836
50th	3828
51	3828|3829|3835|3837|3842
514	3839
515941576	3845
51958253	3838
52	3827|3828|3834|3835|3837|3839|3842|3844
520586867	3829
521284447	3833
52167	3839
523	3836
524355455	3843
524675601	3842
527732005	3846
529167149	3831
529790078	3832
52nd	3837|3844
53	3828|3829|3835|3837|3839|3842
531446601	3830
532944590	3838
5332	3837
536228508	3844
536697273	3841
536845211	3836
536865348	3827
537	3836
537608463	3839
537822216	3828
537993303	3837
538119665	3840
538129909	3835
53rd	3837
54	3828|3835|3836|3837|3839|3842
55	3828|3835|3836|3837|3842
5561	3836
56	3828|3835|3836|3837|3839|3844
5649	3836
569	3840
56th	3833
57	3828|3831|3835|3836|3837|3838|3839|3843
571	3840
58	3828|3835|3837|3839
59	3828|3835|3836|3837|3839
59-3074	3836
590	3839
593	3836
598	3836
5Btt_news	3841
5Ck__wghRww	3840
5D	3841
5HT2A	3836
5rQQu6qKi	3837
5th	3828|3839|3840|3844
6	3827|3828|3832|3833|3835|3836|3837|3838|3839|3840|3842|3843|3844|3845|3846
6-APB	3836
6-APDB	3836
6-APT	3836
6-CAT	3836
6-Methyl-MDA	3836
6-dihydroxy-4-nonylphenyl	3836
60	3828|3835|3837|3839
60-1	3828
600-year	3828
60364	3837
60CuJgObw	3837
61	3828|3835|3837|3839
61-note	3840
6144	3842
61keys	3840
62	3828|3835|3836|3837|3839|3842
624wuY74C	3837
624x6pIa1	3837
624yH8xMI	3837
624yQ1ad2	3837
6264253	3836
628	3834
63	3828|3835|3836|3837|3839|3844
63-4	3828
633	3836
64	3828|3835|3836|3837|3839
65	3828|3835|3837|3839
65-66	3841
655	3828
656	3836
66	3828|3835|3837|3839|3844
66015	3828
668	3836
67	3828|3835|3837|3839
670	3838
6733	3837
6787651	3836
68	3828|3835|3837|3839
6801	3835
685	3828
68th	3844
69	3828|3835|3837|3839
69127349	3843
698	3828
6th	3827|3835
7	3827|3828|3833|3835|3836|3837|3838|3839|3840|3842|3843|3844|3845|3846
7-31	3836
70	3828|3833|3835|3837|3839|3842|3843
700	3840
70001000000000000001	3839
70002000000000000002	3839
70003000000000000003	3839
70004000000000000004	3839
70005000000000000005	3839
70006000000000000006	3839
70007000000000000007	3839
70008000000000000008	3839
70009000000000000009	3839
700111000000000000011	3839
700112000000000000012	3839
700113330000000000013	3839
700114000000000000014	3839
700115000000000000015	3839
700115790000000000015	3839
700116000000000000016	3839
700117000000000000017	3839
700118000000000000018	3839
700119000000000000019	3839
700120000000000000020	3839
700121000000000000021	3839
700122000000000000022	3839
700123000000000000023	3839
700124000000000000024	3839
700125000000000000025	3839
700126000000000000026	3839
700128000000000000028	3839
700129000000000000029	3839
700129520000000000029	3839
700130770000000000030	3839
700131000000000000031	3839
700132000000000000032	3839
700132350000000000032	3839
700133000000000000033	3839
700133330000000000033	3839
700134000000000000034	3839
700135290000000000035	3839
700135920000000000035	3839
700136000000000000036	3839
700136210000000000036	3839
700136360000000000036	3839
700136760000000000036	3839
700137290000000000037	3839
700137500000000000037	3839
700137680000000000037	3839
700137930000000000037	3839
700138000000000000038	3839
700138360000000000038	3839
700139000000000000039	3839
700140000000000000040	3839
700142000000000000042	3839
700142310000000000042	3839
700142420000000000042	3839
700142670000000000042	3839
700145000000000000045	3839
700145570000000000045	3839
700145590000000000045	3839
700146000000000000046	3839
700146940000000000046	3839
700147060000000000047	3839
700149000000000000049	3839
700150000000000000050	3839
700151000000000000051	3839
700153000000000000053	3839
700153430000000000053	3839
700154000000000000054	3839
700155880000000000055	3839
700158000000000000058	3839
700159000000000000059	3839
700162000000000000062	3839
700163530000000000063	3839
700166670000000000066	3839
700168000000000000068	3839
700169000000000000069	3839
700173000000000000073	3839
700175000000000000075	3839
700179000000000000079	3839
700185000000000000085	3839
7002100000000000000100	3839
7002102000000000000102	3839
7002105000000000000105	3839
7002109000000000000109	3839
7002136000000000000136	3839
7002142000000000000142	3839
7002204000000000000204	3839
709	3839
71	3828|3835|3837|3839
712	3828
72	3828|3835|3837|3839|3845|3846
723	3828
724	3828
729	3839
73	3828|3835|3836|3837|3839|3844
734	3837
735	3836
74	3828|3835|3837|3839|3842|3843
7453821-sun	3837
748	3839
75	3828|3833|3835|3837|3839
750	3840
758326	3828
76	3828|3835|3837|3839|3842
7659680	3828
7679876	3828
77	3828|3835|3837|3839|3843
78	3828|3832|3835|3837|3839
7845378	3828
785	3839
79	3828|3835|3837|3839
79130099	3844
795	3839
7ebfa10ffff4a5a7e5d54594224a4f88	3837
7th	3827|3828|3839|3840
8	3827|3828|3833|3834|3835|3836|3837|3839|3840|3842|3844|3845|3846
8'	3840
8-5	3837
