'	2193|2202|2203|2210
145	2206|2210
146	2206|2210
147	2206|2210
1471	2208
1471T	2208
148	2206|2210
149	2206|2210
1491763	2205
1493	2209
15	2193|2198|2199|2202|2203|2204|2205|2206|2207|2208|2209|2210
15'	2206
150	2205|2206|2208|2210
1508738	2203
151	2210
1514	2204
152	2193|2210
1528169	2203
153	2210
154	2210
1541	2209
155	2210
156	2210
1561	2209
1563	2205
157	2205|2206|2210
158	2210
159	2210
1596	2209
16	2193|2198|2199|2201|2202|2203|2204|2205|2206|2207|2208|2209|2210
16'	2206
160	2205|2210
16000US3712000	2198
1602	2208
161	2198|2210
162	2210
162-186	2209
1626	2209
1627	2209
163	2210
164	2209|2210
165	2210
1650	2209
166	2203|2210
1661	2209
1662	2209
1663	2209
1667	2208
167	2198|2210
168	2210
16833724	2209
1688	2193
1689	2193
169	2210
1691	2209
1696	2198
16th	2208|2210
17	2193|2196|2198|2202|2203|2204|2205|2206|2207|2208|2209|2210
17'	2206
17-pound	2198
170	2208|2210
171	2208|2210
172	2207|2208|2210
1729	2198
173	2198|2206|2207|2210
1730	2209
1734	2198
174	2193|2207|2210
1743	2209
1746	2208
175	2207|2210
1750	2198
1755	2198
176	2198|2207|2210
1762	2198
1768	2198
177	2198|2207|2208|2210
1770	2198
1772	2198
1775	2198
17769654	2205
178	2207|2210
17800	2193
1783	2209
17839225	2205
1785	2208
1787	2209
17878435	2205
179	2208|2210
1792	2198
1794	2209
1798274	2205
1798280	2205
1799	2198
17th	2198|2208
18	2193|2195|2196|2197|2198|2199|2202|2203|2204|2205|2206|2207|2208|2209|2210
18'	2206
18-electron	2208
18-years-younger	2210
180	2198|2207|2210
1800	2209
1800262	2205
1800268	2205
1803	2209
18044385	2205
1808	2208
1809	2209
181	2210
18107979_1_bob-mackie-infomercial-music	2210
182	2210
1828	2208
183	2207|2208|2210
1834	2209
1835	2199
1836	2199
1837	2198|2199|2209
1838	2199
1839	2207
184	2207|2210
1842	2198
1848	2198
1849	2199
185	2207|2210
1850	2198|2207
1852025	2203
1859	2207
186	2207|2210
1860	2198|2206
1861	2198|2199
1867	2199
1869	2209
187	2207|2210
1870	2198
1873	2199
1875	2198
1877	2204|2205
1878	2198
188	2208|2210
1880	2198|2204
1880s	2208
1881	2204
1882	2204
1884	2204
1887	2205|2207
1888	2198|2207
188BET	2205
189	2206|2207|2210
1890	2198|2207
1890s	2204
1891	2198
1897	2204
1898	2204
1899	2198|2204
18th	2193
19	2193|2197|2198|2201|2202|2203|2204|2205|2206|2207|2208|2209|2210
19'	2206
19-second	2203
190	2207|2210
1900	2198|2204
1903	2198|2204
1904	2205
1905	2198|2205|2207
1906	2204|2205
1907	2204|2209
1908	2207
1909	2208
191	2210
1910	2198|2207|2208
1911	2205
1912	2198|2205
1913	2199
1914	2205
1915	2205
1917	2199
1918	2205
1919	2199
192	2208|2210
1920	2198|2205
1920s	2207
1922	2205|2207
1923	2204
1928	2205|2208|2210
19284600106	2208
1929	2205
192937-6	2210
193	2206|2210
1930	2198|2205
1930s	2205
1931	2199
1932	2196|2205
1932-12-14	2196
1933	2199|2205
1935	2205|2209
1936	2199
194	2210
1940	2198|2208|2210
1940s	2205|2207
1941	2210
1943	2210
1945	2205
1946	2193|2205|2210
1946-05-20	2210
1947	2209
1948	2204|2205
1949	2204
195	2205|2210
1950	2198|2207|2210
1950s	2196|2203|2205|2207
1951	2210
1952	2205|2210
1953	2205|2210
1954	2205|2210
1955	2196|2205|2206|2210
1956	2205|2206|2210
1957	2200|2205|2210
1958	2196|2205|2206|2210
1959	2205|2207|2210
196	2205|2210
1960	2196|2198|2205|2210|2211
1960s	2196|2198|2204|2205|2207|2210
1961	2198|2205|2206|2210
1962	2197|2198|2205|2207|2210
1962-06-19	2197
1962206	2208
1962503	2205
1963	2196|2200|2205|2206|2210
1964	2200|2205|2206|2210
1965	2196|2204|2205|2206|2208|2210
1965-08-15	2210
1965-1992	2210
1966	2196|2205|2206|2210
1967	2196|2204|2205|2209|2210
1968	2205|2206|2210
1969	2205|2206|2210
197	2205|2210
1970	2196|2198|2205|2206|2210
1970s	2193|2194|2196|2198|2204|2205|2207|2210
1971	2205|2206|2210
1972	2196|2204|2205|2210
1973	2196|2204|2205|2207|2208|2210
19730070604	2208
1974	2196|2198|2204|2205|2206|2207|2210
1975	2196|2198|2203|2204|2205|2206|2209|2210
1976	2193|2196|2198|2204|2205|2206|2210
1976-09-22	2193
19764	2206
1977	2193|2196|2204|2205|2210
1978	2193|2196|2204|2205|2206|2210
1979	2193|2196|2204|2205|2210
1979-05-05	2193
198	2210
1980	2193|2195|2196|2198|2204|2205|2206|2209|2210
1980's	2210
1980s	2193|2198|2204|2205|2210
1981	2193|2196|2198|2205|2210
1981-06-24	2193
1982	2195|2204|2205|2207|2210
1983	2195|2204|2205|2206|2210
1984	2195|2205|2206|2207|2209|2210
1985	2195|2198|2205|2206|2208|2209|2210
1986	2193|2204|2205|2206|2207|2210
1986-12-10	2209
19866715	2196
1987	2193|2198|2204|2205|2210
1988	2193|2195|2198|2205|2208|2210
1988-07-20	2210
1989	2193|2195|2198|2205|2209|2210
1989-01-01	2204
199	2198|2210
1990	2195|2198|2204|2205|2206|2210
1990-2010	2198
1990s	2205|2207|2210
1991	2195|2198|2205|2208|2210
1991Sci	2208
1992	2193|2195|2196|2198|2205|2206|2209|2210
1993	2198|2204|2205|2206|2207|2210
1994	2193|2195|2205|2206|2210
1994-05-30	2210
1995	2193|2196|2197|2198|2205|2206|2210
1995-07-25	2196
1996	2198|2204|2205|2206|2207|2209|2210
1996-06-02	2210
1996154167_1_cher-tattoo-bob-dole	2210
1997	2195|2196|2197|2201|2204|2205|2206|2208|2210
1998	2193|2195|2196|2198|2204|2205|2206|2209|2210
1998-99	2193|2206
19980110	2210
1999	2193|2198|2205|2206|2208|2209|2210
1999-01-28	2210
1999-04-09	2210
1999-10-29	2209
1999-2000	2206
19th	2198
1A	2210
1A0EAAAAMBAJ	2210
1G2-3495300016	2210
1HS	2205
1Xtra	2197
1_87_316	2198
1bn	2205|2206
1st	2207|2209
2	2193|2194|2195|2196|2197|2198|2199|2201|2202|2203|2204|2205|2206|2207|2208|2209|2210|2211
2-D	2209
20	2193|2195|2196|2197|2198|2200|2201|2202|2203|2204|2205|2206|2207|2208|2209|2210|2211
20'	2206
20--	2204
20-year	2210
200	2198|2200|2202|2203|2210
200-performance	2210
2000	2193|2194|2195|2197|2198|2200|2203|2204|2205|2206|2207|2208|2209|2210
2000-11-03	2194
2000-11-14	2210
2000-11-18	2210
2000s	2194|2203|2204|2205|2206|2210
2001	2195|2197|2198|2200|2204|2205|2206|2207|2208|2209|2210
2001's	2210
2001-07-24	2207
2001017315	2207
2001023739	2207
2002	2193|2198|2204|2205|2206|2207|2208|2210
2002-04-26-cheerleading-cover	2204
2002-07-20	2210
2002027208	2207
2003	2193|2194|2201|2203|2204|2205|2206|2207|2208|2209|2210
2003-01-17	2207
2003-04	2206
20031027-104429-1070r	2210
2003a	2207
2004	2193|2198|2201|2203|2204|2205|2206|2208|2209|2210
2004's	2205
2004-05	2206
2004-05-27	2209
2004-07-15	2201
200406	2210
2005	2198|2201|2203|2204|2205|2206|2208|2209|2210
2005-01-06	2204
2005-03-16	2201
2005-06	2206
2005-06-10	2201
2005-09-22	2203
2005-11-19	2203
2006	2193|2194|2195|2197|2198|2201|2203|2204|2205|2206|2208|2209|2210
2006'	2205
2006-03-11	2203
2006-07	2206
2006-08-30	2193
2006-12-06	2204
2006-12-19	2204
20060128	2203
20060130	2203
20060313	2203
20060407	2203
20061020072821	2203
20061029110134	2204
20061206110741	2204
200616	2203
2006_single	2203
2007	2193|2196|2197|2198|2200|2201|2202|2203|2204|2205|2206|2207|2208|2209|2210
2007-01-09	2209
2007-01-11	2204
2007-04-26	2201
2007-05-14	2204
2007-05-17	2204
2007-06-29	2204
2007-08	2204|2206
2007-08-06	2204
2007-09-20	2204
2007-09-29	2204
2007-10-25	2198
2007-11-18	2201
2007-12-14	2209
2007-present	2200
20070104000827	2204
20071006074601	2198
2008	2193|2197|2198|2201|2202|2204|2205|2206|2207|2208|2210
2008-01-20	2201
2008-01-27	2202
2008-01-31	2198
2008-02-02	2202
2008-02-06-cher-side_N	2210
2008-04-10	2198
2008-04-29	2210
2008-05-27	2209
2008-05-28	2201
2008-05-29	2201
2008-06-02	2201
2008-06-03	2202
2008-06-05	2201
2008-06-10	2201
2008-06-11	2201
2008-06-13	2201
2008-06-23	2201
2008-09	2206
2008-10-15	2198
2008-10-25	2198
2008-11-06	2204
2008-11-07	2203
2008-12-18	2198
2008-2009	2202
20080103163706	2205
20080226060536	2204
20080323040420	2201
20080527132328	2209
20080528061116	2201
20080529050146	2201
20080605082645	2198
20081219192857	2205
200818	2202
20086919	2210
2009	2193|2194|2198|2201|2202|2203|2204|2205|2206|2208|2210
2009-005-22	2198
2009-02-20	2202
2009-04-08	2201
2009-05-14	2201
2009-05-22	2198
2009-06-22	2204
2009-06-30	2204
2009-09-02	2198
2009-10	2206
2009-11-04	2198
2009-11-12	2193
2009-12-10	2198
20090193	2210
20094089	2210
201	2198|2210
2010	2193|2196|2198|2203|2204|2205|2206|2209|2210|2211
2010-02-28	2202
2010-05-03	2204
2010-05-13	2198
2010-05-19	2205
2010-07-02	2198
2010-07-20	2204
2010-07-31	2209
2010-11-11	2193
2010-11-20	2210
2010-2011	2204|2211
20100509	2205
20104037	2210
2010s	2210
2011	2193|2194|2196|2197|2198|2202|2203|2204|2205|2206|2207|2208|2209|2210
2011-010-11	2202
2011-02-20	2202
2011-05-19	2205
2011-06-12	2209
2011-06-25	2198
2011-07-23	2198
2011-08-07	2207
2011-08-13	2207
2011-09-06	2202
2011-10-14	2202
2011-10-19	2198
2011-11-29	2198
2011-12html	2205
20110424	2210
20115644	2210
2012	2193|2194|2195|2197|2198|2200|2201|2202|2203|2204|2205|2206|2209|2210|2211
2012-02-12	2198
2012-02-15	2202
2012-02-29	2198
2012-03-10	2209
2012-03-15	2203
2012-03-24	2203
2012-04-20	2204
2012-08-01	2204
2012-09-06	2198
2012-12-07	2198
20125200	2210
20125372	2210
20129889	2210
2013	2193|2194|2196|2197|2198|2199|2200|2202|2203|2204|2205|2206|2207|2208|2209|2210
20139731	2210
20144938	2210
2018	2205
2019	2210
201996	2210
202	2205|2210
2020	2210
202012-uk-sbg-dfml-2012-final120209	2205
2025	2198
20270934	2205
2029	2210
203	2206|2208|2210
203-23-07	2204
2030	2198|2210
204	2210
20427966	2205
205	2210
2055740	2205
206	2208|2210
207	2210
208	2210
2081111	2210
209	2210
20Assets	2205
20Bridge	2205
20Check	2203
20Chicago	2201
20DATEbook	2201
20Grid	2204
20It	2203
20Rev	2204
20Revealing	2201
20Teams	2205
20Th	2210
20a	2207
20advocate	2210
20bc	2205
20chemical	2207
20early	2207
20engineering-	2207
20history	2207
20it	2203
20k-99k	2198
20m	2206
20nfi	2203
20of	2207
20on	2203
20reassessment	2207
20th	2193|2198|2209|2210
20th-century	2210
20the	2210
21	2193|2197|2198|2200|2202|2203|2204|2205|2206|2207|2208|2209|2210
21'	2206
210	2210
211	2210
2117196	2205
212	2205|2210
213	2210
214	2210
215	2210
216	2210
217	2210
2174286	2198
218	2198|2210
219	2210
2199	2210
21st	2205
21st-century	2210
22	2193|2198|2201|2202|2203|2204|2205|2206|2207|2208|2209|2210
22'	2206
220	2210
221	2210
222	2210
223	2210
224	2210
225	2205|2210
226	2210
22694	2198
227	2210
228	2198|2210
229	2198|2210
2290-1s	2203
22Chasing	2202
22nd	2203
23	2193|2198|2201|2202|2203|2204|2205|2206|2207|2208|2209|2210
23'	2206
230	2198|2210
23039	2205
23059743	2210
230863	2210
231	2210
232	2198|2210
233	2210
234	2210
235	2198|2210
236	2210
237	2210
238	2210
239	2210
23rd	2210
24	2193|2194|2196|2197|2198|2201|2202|2203|2204|2205|2206|2207|2208|2209|2210
24'	2206
24-year-old	2203
240	2198|2210
2406994	2205
241	2198|2210
242	2210
243	2210
244	2210
245	2210
246	2210
2465594	2205
247	2210
2471443	2205
248	2210
249	2198|2210
25	2193|2196|2198|2200|2202|2203|2204|2205|2206|2207|2208|2209|2210
25'	2206
250	2210
2500	2198
251	2210
252	2210
25206	2205
253	2210
254	2208|2210
255	2210
256	2210
257	2210
258	2210
259	2210
26	2198|2202|2203|2204|2205|2206|2207|2208|2209|2210
26'	2206
260	2210
261	2210
262	2210
263	2208|2210
264	2194|2210
265	2198|2210
266	2210
267	2210
268	2210
269	2210
26th	2206
27	2193|2198|2199|2202|2203|2204|2205|2206|2207|2208|2209|2210|2211
27'	2206
270	2198|2209|2210
27081751_1_bumper-car-cher-veteran-performer	2210
271	2210
272	2198|2210
273	2208|2210
274	2210
274042	2206
274066	2206
274086	2206
274093	2206
274094	2206
274095	2206
275	2210
276	2210
277	2198|2210
278	2210
279	2210
27s	2210
27s_Angels	2193
27s_Angels_	2194
27th	2198|2202
28	2193|2198|2199|2202|2203|2204|2205|2206|2207|2208|2209|2210
28'	2206
280	2202|2210
281	2210
2813157	2198
282	2210
28201-28237	2198
28240-28247	2198
28250	2198
28253-28256	2198
28258	2198
28260-28262	2198
28265-28266	2198
28269-28275	2198
28277-28278	2198
28280-28290	2198
28296-28297	2198
28299	2198
283	2206|2210
284	2209|2210
285	2210
2852061	2205
28566	2210
286	2210
287	2206
287381	2210
288	2198
289	2208
28It	2210
29	2193|2198|2199|2201|2202|2203|2204|2205|2206|2207|2208|2209|2210
29'	2206
290	2208|2210
291	2198|2210
292799	2210
293	2198
2933	2204
29429168_1_cher-fling-c-est-la	2210
297	2198
2975285	2205
2978103	2206
29NFXftXwI8C	2210
2Cl-	2208
2E	2203
2H2	2208
2H2O	2208
2nd	2198|2207|2209
3	2193|2194|2195|2196|2197|2198|2199|2201|2202|2203|2204|2205|2206|2207|2208|2209|2210|2211
3'	2206
3-4	2209
3-527-30271-9	2209
3-527-31304-4	2208
3-540-67033-5	2208
3-7643-6952-3	2208
3-8274-1579-9	2208
3-methyl-1	2208
30	2193|2196|2197|2198|2199|2202|2203|2204|2205|2206|2207|2208|2209|2210
30'	2206
300	2210
3000	2193
3005507	2198
301	2210
3036838	2205
3037508	2205
304	2198
306	2198
306638	2210
31	2198|2201|2202|2203|2204|2205|2206|2207|2208|2209|2210
31'	2206
3102819	2205
310981	2210
314608	2210
315	2198
31513	2202
317670	2203
32	2198|2202|2203|2204|2205|2206|2207|2208|2209|2210
32'	2206
320	2198
321	2205
325	2205
325-date	2210
33	2198|2202|2203|2204|2205|2206|2207|2208|2209|2210
33'	2206
330	2206|2209
33091	2202
335	2210
336	2198
338	2198
33rd	2198
34	2198|2202|2203|2204|2205|2206|2207|2208|2209|2210
34'	2206
340m	2205
341	2209
345	2210
349	2203
34924	2204
35	2196|2198|2202|2203|2204|2205|2206|2207|2208|2209|2210
350	2198
351	2208
3523	2205
359	2203|2208|2210
36	2198|2199|2202|2203|2204|2205|2206|2207|2208|2209|2210
3614	2210
3614-jackson-highway-mw0000694186	2210
367	2198|2203
3687227	2205
37	2198|2201|2202|2203|2204|2205|2206|2207|2208|2209|2210
37-12000	2198
370	2205
37094	2210
37119	2198
3742477	2205
3765263	2205
377	2210
379	2203
3792974	2210
38	2198|2203|2204|2205|2206|2208|2209|2210
38'	2206
380	2198
381	2203
38347400	2204
38th	2198
39	2198|2203|2204|2205|2206|2208|2209|2210
39'	2206
394	2204
395	2198|2208
398	2205
399	2205
3Bs	2205
3gAWYrDC-YYC	2210
3oWkzyazNCgC	2207
3p	2206
3rd	2204|2205|2208
4	2193|2194|2195|2196|2197|2198|2199|2201|2202|2203|2204|2205|2206|2207|2208|2209|2210
4'	2206
4-3	2206
4-elemental	2209
40	2193|2196|2198|2200|2202|2203|2204|2205|2206|2208|2209|2210
40'	2200|2206
400	2198|2199
4008257	2205
4017	2209
4027832	2207
4029	2209
409	2208
41	2198|2201|2203|2204|2205|2206|2208|2209|2210
41'	2206
410	2205
42	2193|2194|2198|2199|2203|2204|2205|2206|2208|2209|2210
42'	2206
420	2198
4232354	2205
424	2198
4258283	2210
43	2196|2198|2202|2203|2204|2205|2206|2208|2209|2210
43'	2206
43001	2204
4328-Americas-Largest-and-Fastest-Growing-Churches	2198
43383	2209
434	2198
43474	2210
438	2203
44	2198|2203|2204|2205|2206|2208|2209|2210
44'	2206
440	2194|2209
442	2196|2198
44th	2210
45	2198|2203|2204|2205|2206|2208|2209|2210
45'	2206
450	2210
452	2198
4545045	2205
457	2198
46	2198|2199|2202|2203|2204|2205|2206|2208|2209|2210
46'	2206
460	2208
4630618	2205
47	2193|2196|2198|2203|2204|2205|2206|2207|2208|2209|2210
47'	2206
472	2198
473	2198|2205
474	2198
478	2205
48	2193|2198|2203|2204|2205|2206|2207|2208|2209|2210
48'	2206
483704	2204
485	2198
49	2198|2199|2203|2204|2205|2206|2207|2208|2209|2210
49'	2206
491990319	2201
494404645	2199
49ers-NCAA	2198|2199
49th	2198
4p	2206
4th	2198|2208|2209
5	2193|2194|2196|2197|2198|2199|2201|2202|2203|2204|2205|2206|2207|2208|2209|2210
5'	2206
5-8	2205
5-hexadiene	2208
50	2193|2197|2198|2201|2202|2203|2204|2205|2206|2207|2208|2209|2210
50'	2206
500	2198|2199|2203|2210
50000000000000000000	2206
5037	2208
505	2202
508347753	2211
50m	2205
50th	2210
51	2198|2199|2202|2203|2204|2205|2206|2208|2209|2210
51'	2206
51650	2210
51st	2202
52	2194|2198|2201|2203|2204|2205|2206|2208|2209|2210|2211
52'	2206
521092864	2195
5234820	2210
52914	2205|2206
53	2198|2203|2204|2205|2206|2208|2209|2210
53'	2206
5301040	2203
5313046	2210
531619558	2197
533550349	2193
533555679	2196
534272230	2203
534290054	2204
535324796	2202
536092	2210
536143140	2194
537002573	2208
537503495	2209
537948144	2206
538035104	2200
538106115	2207
538113697	2198
538128653	2205
538131794	2210
54	2193|2198|2203|2204|2205|2206|2208|2210
54'	2206
540	2198
545	2194
54th	2210
55	2198|2199|2203|2204|2205|2206|2208|2209|2210
55'	2206
550	2198
557	2198
5577	2198
56	2198|2202|2203|2204|2205|2206|2208|2210
56'	2206
564	2198
57	2198|2202|2203|2204|2205|2206|2208|2210
57'	2206
5791	2205
58	2197|2198|2199|2201|2203|2204|2205|2206|2208|2210
580	2208
587	2205|2209
589	2198
58th	2193|2210
59	2195|2198|2203|2204|2205|2206|2208|2210
59'	2206
5bn	2205
5k-20k	2198
5th	2204|2207|2208
6	2193|2194|2196|2197|2198|2199|2201|2202|2203|2204|2205|2206|2207|2208|2209|2210
6'	2206
6-c4P223B1YC	2207
60	2197|2198|2202|2203|2204|2205|2206|2210
60'	2206
600	2210
60146	2205
60s	2205
60th	2210
61	2198|2203|2204|2205|2206|2210
612	2198
62	2196|2198|2203|2204|2205|2206|2210
62'	2206
6229	2201
62nd	2198
63	2198|2203|2205|2206|2208|2210
63'	2206
637	2208
64	2198|2199|2203|2205|2206|2210
64'	2206
642	2209
647	2208
65	2198|2203|2204|2205|2206|2208|2210
65'	2206
65355	2210
66	2198|2203|2204|2205|2206|2210
66'	2206
6636	2210
67	2194|2198|2203|2204|2205|2206|2208|2210
67'	2206
670	2198
675	2198
68	2198|2203|2205|2206|2210
68'	2206
684121	2209
685859	2205
68th	2210
69	2193|2198|2203|2205|2206|2210
69'	2206
6931067	2205
694	2204
699	2208
69kRU7CFa	2202
69kRvtbH5	2202
6A0EAAAAMBAJ	2210
6am	2202
6gsEAAAAMBAJ	2210
6p	2206
6th	2204|2205|2208|2209
