'	3909|3923|3924|3925
'''	3908
'''Put	3908
''Really''	3908
''how''	3908
''little''	3908
'08	3923
'60	3919|3921
'67	3914
'70	3919
'80	3919
'83	3909
'90	3919
'90s	3925
'An	3914
'Ballads'	3925
'Begrafenis	3909
'City	3915
'Club'	3923
'Dr	3909
'Em	3925
'Everyman'	3914
'Feeling	3914
'Headhunters'	3921
'Henry	3914|3915
'Here	3923
'Hero'	3925
'History	3917
'I've	3925
'Idol'	3925
'If	3917
'Imagining	3917
'Internal	3923
'Itching'	3923
'Jimmy	3923
'Just	3923
'King	3923
'Ladies	3923
'Leader	3909
'Love	3923
'Magic'	3923
'Mother	3915
'Music	3923
'Never	3925
'One	3923
'Papers'	3923
'Raymond	3923
'Raymond'	3923
'Role	3925
'Round	3921
'Search'	3923
'Speak	3921
'Spirit	3925
'Stand'	3923
'Stands'	3923
'TRL'	3923
'Ter	3909
'The	3923
'Til	3922
'We	3917
'Whistling	3914
'Witte'	3909
'Wonder'	3921
'Worldwide'	3923
'back	3923
'castles'	3917
'cause	3925
'complete	3925
'grown	3923
'hero'	3925
'live'	3907
'n	3909|3919
'n'	3922
's	3921
's-Gravenhage	3909
'to	3925
'wind'	3915
'winds'	3915
-	3907|3908|3909|3910|3911|3912|3913|3914|3915|3916|3917|3918|3919|3920|3921|3922|3923|3924|3925|3926
--	3907|3908
--Elliot	3908
--George	3908
--Jane	3908
--Jim	3908
--John	3908
--Sam	3908
-1	3908
-2	3908
-Duties	3926
-Singles	3925
-just	3921
-like	3921
-raymond	3923
0	3908|3916|3918|3923|3925
0-06-000550-5	3917
0-09-173736-2	3924
0-19-284205-6	3915
0-201-60895-2	3917
0-252-02761-2	3921
0-300-03236-6	3915
0-312-19512-0	3925
0-345-43708-X	3917
0-394-51654-0	3924
0-415-96588-8	3921
0-520-23161-9	3915
0-531-16643-0	3915
0-618-08230-1	3920
0-646-11917-6	3925
0-7394-2025-9	3917
0-7524-4835-8	3917
0-7546-0836-0	3915
0-7867-1104-3	3917
0-7935-9941-5	3921
0-8021-3683-4	3917
0-8230-7677-6	3925
0-85331-610-4	3915
0-900455-45-4	3920
0-906909-26-0	3915
0-9777433-2-2	3911
00	3915|3918|3923|3925
000	3911|3915|3917|3919|3921|3923|3925|3926
0018-246x	3917
0018-2753	3917
0021-969x	3917
00351	3917
0036-9241	3917
0037-9700	3917
01	3914|3921|3923
01-e	3925
0192854011	3917
02	3914|3920|3923|3925
0271	3914
0278-2308	3917
028020-119	3925
03	3921|3923|3925
0300071582	3917
04	3907|3923
05	3916|3919|3923|3925|3926
050704_newsbeat	3925
06	3914|3923|3925
07	3923|3924|3925
0711990751	3921
08	3915|3923|3925
080603	3923
08639	3916
09	3908|3911|3916|3923
0906223342	3920
09242006213907	3925
0950-3471	3917
0CC4Q6AEwAA	3925
0CC8Q6AEwAA	3921
0CDAQ6AEwATgK	3925
0CDMQ6AEwAg	3925
0CDUQ6AEwAQ	3921
0CE0Q6AEwBjgy	3925
0CE4Q6AEwBQ	3921
0CFwQ6AEwCQ	3925
0EF76B6714A91F30	3925
0F932C56D2AC5754	3925
1	3907|3908|3909|3910|3911|3912|3913|3914|3915|3916|3917|3918|3919|3920|3921|3922|3923|3924|3925|3926
1's	3923|3925
1-1	3917
1-155-56204-6	3925
1-4179-0630-8	3920
1-4488-2262-9	3925
1-4502-4644-3	3925
1-55022-444-3	3925
1-55670-683-9	3915
1-56750-302-9	3925
1-57356-540-7	3917
1-57542-347-2	3925
1-60957-322-5	3925
1-85109-867-4	3921
1-85437-124-X	3915
1-85759-352-9	3915
1-904994-10-5	3914|3921
1-tonne	3916
10	3908|3909|3910|3914|3915|3917|3919|3920|3921|3922|3923|3924|3925|3926
10-year-old	3917
100	3908|3914|3917|3921|3923|3925
1003695501	3923
1003721167	3923
1003784621	3923
1003809219	3923
1003810278	3923
1003811576	3923
1003836048	3923
1003845233	3923
1003870714	3923
1003878620	3923
1007	3917|3923
101	3908|3914|3915|3917|3920|3923|3925
1017	3917
102	3917|3923|3925
102590413	3924
103	3917|3923|3925
104	3917|3923
105	3917|3923
106	3917|3923
107	3917|3923
10704701	3923
10721	3914
108	3908|3917|3923
108-109	3909
1080	3917
10829636-35-1-91	3917
109	3908|3917|3921|3923|3924
1093	3917
1098Hancock	3921
10px	3908
10th	3921
11	3908|3909|3910|3911|3914|3915|3916|3917|3918|3919|3920|3921|3922|3923|3924|3925|3926
110	3917|3923|3925
111	3917|3923
1111	3917
11188078	3923
11188090	3923
112	3917|3923
1127	3920
113	3917|3923|3925
1135	3920
1138100	3923
114	3917|3921|3923
115	3914|3917|3923
1151	3920
1152	3918
1155	3920
116	3917|3923
117	3914|3917|3923
118	3917|3923
119	3917|3923
11th	3920|3925
12	3907|3908|3909|3914|3915|3917|3919|3920|3921|3922|3923|3925|3926
12-foot-tall	3915
120	3917|3923
1209839646242	3925
121	3917|3923
1215	3917
122	3917|3923
123	3917|3923
124	3917|3920|3923|3925
124198-usher-raymond-vs	3923
125	3917|3923
126	3917|3923
127	3917|3923
128	3911|3917|3920|3923
129	3917|3920|3923
129-30	3920
12th	3917|3920|3925
12vonnegut	3907
13	3908|3909|3910|3911|3912|3914|3915|3916|3917|3919|3920|3921|3923|3924|3925|3926
130	3917|3923|3925
1300	3917
131	3917|3923
132	3917|3923
133	3917|3923
1337	3917
134	3917|3923
1344153330	3917
135	3917|3923|3926
1350s	3920
136	3917|3923
137	3917|3923|3925|3926
1370	3920
1376	3917
1377	3917
138	3917|3923
1385	3917
139	3917|3923
1399	3917
13th	3917|3920|3925
14	3908|3910|3914|3915|3917|3919|3920|3921|3922|3923|3925|3926
14-part	3919
140	3917|3923
1402	3917
141	3917|3923
1413	3917
1414	3920
1415	3917
142	3917|3923
1421	3917
1422	3917
1424-A	3917
143	3917|3923
144	3917|3923
1449077	3925
145	3917|3923
1450	3917
1450992	3925
1453	3917
146	3917|3923
1460	3917
1461	3917
1468-2281	3917
147	3917
1470	3917
1471	3917
1473	3917
1474	3917
1478-0542	3917
148	3917|3920
1483	3917
1484	3917
1485	3917
1486	3917
149	3917
1491	3917
1491-06-28	3917
1493	3917
1494	3917
1495	3917
1495188	3923
15	3908|3909|3911|3914|3915|3916|3917|3918|3919|3920|3921|3922|3923|3925|3926
15-plus-year	3921
150	3917
1500	3917|3920
1501	3917
1502	3917
1503	3917
1504	3917
1509	3917
150th	3919
151	3917
1510	3917
1511	3917
1513	3917
1514	3917
1516	3917
1517	3917
1518	3917
1519	3917
152	3917
1520	3917
1521	3917
1523	3917
1524	3917
1525	3917
1526	3917
1527	3917
1528	3917
1529	3917
153	3917
1530	3917
1530s	3917
1532	3917
1533	3917
1534	3917|3920
1535	3917
1536	3917
1537	3917
1538	3917
1539	3917
154	3917
1540	3917
1541	3917
1542	3917
1543	3917
1544	3917
1545	3917
1546	3917
1547	3917
1547-01-28	3917
155	3917
1550	3917
1553	3917
1554	3917
1555859	3923
1556855	3923
1557	3917
1558	3917
156	3917
1563	3920
1569	3917
157	3917
1570546	3923
1575151	3923
158	3917|3920
1581	3920
1581628	3923
1587786	3923
1588171	3923
1589931	3923
159	3917
1590679	3923
1592308	3923
1593968	3923
1596	3917
15WALL	3911
15th	3920
16	3909|3914|3915|3916|3917|3919|3920|3921|3923|3925|3926
160	3909|3917
1603	3917
1604545	3923
1605	3917
1609	3920
161	3925
1610	3920
1612	3917
1613894	3923
1615	3923
1621	3920
1625	3909|3917
1625'	3917
1630	3917
1633	3917
163336	3925
1634851	3923
164	3917
1644	3917
1649	3917
166	3917|3925
1672	3909|3920
168	3926
1680	3920
1682	3920
1685	3917
1688	3917
16th	3917
16th-century	3917
17	3914|3915|3916|3917|3919|3920|3921|3923|3924|3925|3926
17-year-old	3921
1701	3917
1707	3917
1707896	3918
17129291_1_tones-trivia-poetic-justice	3923
1714	3917
1716	3917
17177	3914
1727	3917
1728	3917
174	3917
174-286	3909
1746-0263	3917
17460260500073082	3917
1751	3917
1760	3917
1762	3917
1767	3917
1784	3917
17936467_1_usher-divorce-def-jam	3923
17th-century	3920
18	3909|3911|3913|3914|3915|3917|3919|3920|3921|3922|3923|3925|3926
180	3917
1806	3920
181	3917
1814	3920
1817	3920
1818437	3925
1819-1898	3909
182	3917
1820	3917
1820s	3913
1825	3913
1827	3917
183	3917|3920
1830	3920
1836	3917
1837	3917
184	3917
1840	3919
1840-1902	3919
1841	3917
1842126660	3917
185	3917
1850	3920
1853	3913
1855	3919
1855-64	3913
1859	3909
1859-04-02	3909
1859-1941	3909
186	3917|3920
1862	3917
1864	3913
1866-69	3913
1867	3913|3917
1869	3913|3919
187	3917
1871	3913
1872	3913
1873	3913
1874	3917
1877	3913|3920
1878	3913
1879	3913
1880	3920
1880s	3909
1880s-1900s	3909
1882	3909
1882-1883	3909
1884	3909|3920
1886	3909
1887	3913
1889	3909
189	3917
1890	3909
1890-1901	3920
1890s	3909
1891	3909
1892	3909|3917|3920
1893	3914
1894	3909
1894-1941	3909
1895	3907
1896	3909
1897	3909
1897-	3909
1898	3909|3915|3918
1898-07-30	3915
1899	3909
19	3909|3912|3915|3917|3919|3920|3921|3922|3923|3924|3925|3926
190	3917
1900	3909|3913
1901	3909|3917
1902	3909|3917
1903	3909|3917|3920
1904	3909|3917|3919
1905	3909|3913|3917
1907	3909|3915
1907-1909	3909
1909	3909|3920|3924
1909-12-10	3924
191	3917
1910	3917|3924
1911	3909
1912	3909
1913	3909|3917
1914	3909
1915	3912
1915-06-09	3912
1916	3909
1916-1925	3915
1917	3909|3915
1918	3909|3920
1919	3909|3915
192	3917|3920
1920	3917
1921	3909|3915
1922	3909|3919
1924	3909|3914|3915
1924-04-16	3914
1925	3919|3920
1926	3909
1928	3915|3920|3924
1928-1968	3924
1929	3909|3915
193	3917
1930	3924
1930s	3915|3924
1932	3909|3915
1933	3915|3924
1934	3909|3914|3918|3921
1935	3909|3918|3924
1936	3915|3917|3924
1937	3915|3924
1938	3915
194	3917
1940	3914|3915|3921|3924
1940-04-12	3921
1940s	3915
