bing	354	msn search	329.0
bing	344	live search	329.0
bing	52	bing	329.0
bing	637	web search engine	16.0
bing	519	search engine optimization	10.0
bing	326	keyword (internet search)	10.0
bing	343	list of search engines	9.0
bing	98	comparison of web search engines	8.0
bing	447	powerset (company)	6.0
bing	373	microsoft	6.0
bing	250	google search	4.0
bing	381	msnbot	4.0
bing	337	learning to rank	4.0
bing	518	search engine marketing	4.0
bing	656	yebol	3.0
bing	336	leapfish	3.0
bing	194	duckduckgo	3.0
bing	152	data mining	2.0
bing	75	carrot2	2.0
bing	493	robots exclusion standard	2.0
bing	492	robots.txt	2.0
bing	525	semantic search	2.0
bing	520	search engine results pages	2.0
bing	654	yahoo! search	2.0
bing	647	wolfram alpha	2.0
bing	638	web search query	2.0
bing	631	web mining	2.0
bing	626	web crawling	1.0
bing	625	web crawler	1.0
bing	622	webcrawler	1.0
bing	619	volunia	1.0
bing	517	search engine indexing	1.0
bing	466	quaero	1.0
bing	427	organic search	1.0
bing	401	naver	1.0
bing	369	meta tags	1.0
bing	355	machine learning	1.0
bing	277	info.com	1.0
bing	276	index (search engine)	1.0
bing	247	google	1.0
bing	245	goby inc.	1.0
bing	244	go.com	1.0
bing	241	geographic information systems	1.0
bing	187	dogpile	1.0
bing	117	computer vision	1.0
bing	45	baidu	1.0
bing	35	ask.com	1.0
bing	21	altavista	1.0
bing	20	alpha consumer	0.0
bing	19	alltheweb	0.0
bing	18	aliweb	0.0
bing	17	algorithm design	0.0
bing	16	algorithm	0.0
bing	15	alan emtage	0.0
bing	14	aggregate function	0.0
bing	13	aggregate (data warehouse)	0.0
bing	12	advertising	0.0
bing	11	adverse drug reaction	0.0
bing	10	adversarial information retrieval	0.0
bing	9	actuate corporation	0.0
bing	8	accuracy and precision	0.0
bing	7	academic journal	0.0
bing	6	academic press	0.0
bing	5	aol search	0.0
bing	4	aol	0.0
bing	3	advise	0.0
bing	2	acm computing classification system	0.0
bing	1	a9.com	0.0
bing	0	1890 us census	0.0
bing	42	automata theory	0.0
bing	41	atlantic monthly	0.0
bing	40	association rules	0.0
bing	39	association rule mining	0.0
bing	38	association rule learning	0.0
bing	37	association rule	0.0
bing	36	association for computing machinery	0.0
bing	34	as we may think	0.0
bing	33	artificial neural network	0.0
bing	32	artificial life	0.0
bing	31	artificial intelligence	0.0
bing	30	argonne national laboratory	0.0
bing	29	archie search engine	0.0
bing	28	archie comics	0.0
bing	27	anomaly detection	0.0
bing	26	angoss	0.0
bing	25	anchor modeling	0.0
bing	24	analytics	0.0
bing	23	analysis of algorithms	0.0
bing	22	alvin weinberg	0.0
bing	63	business intelligence	0.0
bing	62	british petroleum	0.0
bing	61	bram stoker	0.0
bing	60	boolean operators	0.0
bing	59	boolean algebra	0.0
bing	58	boogami	0.0
bing	57	blekko	0.0
bing	56	blackle.com	0.0
bing	55	biomedical	0.0
bing	54	bioinformatics	0.0
bing	53	bioinformatic	0.0
bing	51	binary classification	0.0
bing	50	binary independence model	0.0
bing	49	bill inmon	0.0
bing	48	bibliometrics	0.0
bing	47	berlekamp	0.0
bing	46	bayes' theorem	0.0
bing	44	automatic summarization	0.0
bing	43	automated reasoning	0.0
bing	84	churn rate	0.0
bing	83	chess endgame	0.0
bing	82	chess	0.0
bing	81	chemicalize.org	0.0
bing	80	chacha (search engine)	0.0
bing	79	censorship	0.0
bing	78	category theory	0.0
bing	77	categorization	0.0
bing	76	case western reserve university	0.0
bing	74	carnegie mellon university	0.0
bing	73	cancer	0.0
bing	72	cambridge university press	0.0
bing	71	calvin mooers	0.0
bing	70	crisp-dm	0.0
bing	69	cikm conference	0.0
bing	68	cern	0.0
bing	67	capps ii	0.0
bing	66	c. j. van rijsbergen	0.0
bing	65	buzzword	0.0
bing	64	business intelligence tools	0.0
bing	105	computational neuroscience	0.0
bing	104	computational linguistics	0.0
bing	103	computational geometry	0.0
bing	102	computational complexity theory	0.0
bing	101	computational chemistry	0.0
bing	100	computability theory	0.0
bing	99	compiler	0.0
bing	97	comparison of olap servers	0.0
bing	96	communications of the acm	0.0
bing	95	combinatorics	0.0
bing	94	combinatorial game	0.0
bing	93	column-oriented dbms	0.0
bing	92	collaborative search engine	0.0
bing	91	collaborative information seeking	0.0
bing	90	cognitive science	0.0
bing	89	co-occurrence	0.0
bing	88	cluster analysis	0.0
bing	87	cloud storage	0.0
bing	86	classification of the sciences (peirce)	0.0
bing	85	clarabridge	0.0
bing	126	cross-language information retrieval	0.0
bing	125	cornelis j. van rijsbergen	0.0
bing	124	controlled vocabulary	0.0
bing	123	contextual advertising	0.0
